CustomerID,Segment,RecommendedProducts
13621.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13622.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13624.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13625.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13626.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13628.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13631.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13636.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13637.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13638.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13640.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13642.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13645.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13646.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13648.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13649.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13653.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13655.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13656.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13657.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13660.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13661.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13663.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13665.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13667.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13670.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13671.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13673.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13674.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13675.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13676.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13677.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13678.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13679.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13681.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13682.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13683.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13684.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13686.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13687.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13688.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13690.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13691.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13693.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13696.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13697.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13698.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13699.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13701.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13702.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13703.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13706.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13707.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13708.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13712.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13713.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13714.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13716.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13718.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13720.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13723.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13724.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13726.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13729.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13730.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13731.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13732.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13733.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13734.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13737.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13738.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13741.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13744.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13745.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13746.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13747.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13748.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13751.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13753.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13754.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13757.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13759.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13762.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13765.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13766.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13768.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13770.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13773.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13774.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13775.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13776.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13778.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13779.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13781.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13783.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13785.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13788.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13789.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13791.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13793.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13794.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13795.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13796.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13797.0,At Risk Customers,"GIRLS ALPHABET IRON ON PATCHES , WHITE HANGING HEART T-LIGHT HOLDER, ASSTD DESIGN BUBBLE GUM RING, LUNCH BAG  BLACK SKULL., WORLD WAR 2 GLIDERS ASSTD DESIGNS"
13800.0,Loyal Customers,"SMALL CHINESE STYLE SCISSOR, BLACK AND WHITE PAISLEY FLOWER MUG, WHITE HANGING HEART T-LIGHT HOLDER, WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT"
13801.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13802.0,Champions,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, PAPER CRAFT , LITTLE BIRDIE, MEDIUM CERAMIC TOP STORAGE JAR, WHITE HANGING HEART T-LIGHT HOLDER, JUMBO BAG RED RETROSPOT"
13805.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
13806.0,Potential Customers,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, ASSORTED COLOUR BIRD ORNAMENT, ASSORTED COLOURS SILK FAN, GIRLS ALPHABET IRON ON PATCHES , POPART WOODEN PENCILS ASST"
