CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalQuantity,ActiveMonths,FirstPurchase,LastPurchase,Churn
13791.0,128,2,1516.0,137.8181818181818,1200,2,2011-06-24 16:38:00,2011-08-04 11:44:00,0
13792.0,66,3,383.95,16.693478260869565,156,2,2010-10-13 11:05:00,2011-10-04 14:31:00,0
13793.0,647,1,96.0,13.714285714285714,52,1,2010-03-03 08:25:00,2010-03-03 08:25:00,1
13794.0,547,1,126.03,14.003333333333334,63,1,2010-06-11 12:30:00,2010-06-11 12:30:00,1
13795.0,388,4,836.3,28.837931034482757,1250,4,2010-03-12 12:44:00,2010-11-16 17:25:00,1
13796.0,499,1,289.7,13.168181818181818,218,1,2010-07-28 14:45:00,2010-07-28 14:45:00,1
13797.0,437,3,1179.45,15.121153846153847,573,3,2010-03-02 12:17:00,2010-09-29 10:34:00,1
13798.0,1,110,75428.87,104.61701803051317,48187,12,2009-12-08 16:21:00,2011-12-08 15:51:00,0
13799.0,117,9,2803.57,26.448773584905663,1539,7,2010-03-05 16:39:00,2011-08-15 12:07:00,0
13800.0,310,3,1679.56,23.00767123287671,891,3,2009-12-03 10:03:00,2011-02-03 12:27:00,1
13801.0,67,1,324.8,14.121739130434783,168,1,2011-10-04 10:15:00,2011-10-04 10:15:00,0
13802.0,139,19,26259.11,58.61408482142857,14129,10,2010-02-16 10:11:00,2011-07-24 10:54:00,0
13803.0,255,3,1338.91,17.16551282051282,831,2,2010-03-31 10:00:00,2011-03-29 12:57:00,1
13804.0,31,9,3161.12,18.928862275449102,1797,4,2010-09-29 10:26:00,2011-11-09 12:32:00,0
13805.0,52,2,924.5999999999999,71.12307692307692,1900,2,2011-08-02 15:29:00,2011-10-18 14:50:00,0
13806.0,64,1,256.38,25.637999999999998,56,1,2011-10-07 11:43:00,2011-10-07 11:43:00,0
13807.0,367,3,422.2,16.887999999999998,116,2,2009-12-04 12:41:00,2010-12-07 15:48:00,1
13808.0,6,5,1747.66,22.995526315789476,782,3,2011-09-04 12:07:00,2011-12-04 12:18:00,0
13809.0,305,3,679.6999999999999,27.188,281,3,2010-09-05 11:42:00,2011-02-07 13:15:00,1
13810.0,29,3,1499.01,42.828857142857146,312,2,2011-10-14 12:57:00,2011-11-11 08:33:00,0
13811.0,184,3,814.5,62.65384615384615,68,2,2011-04-14 18:40:00,2011-06-09 09:54:00,1
13812.0,42,3,539.0,14.972222222222221,333,2,2011-08-26 12:54:00,2011-10-28 14:27:00,0
13813.0,40,8,2765.4700000000003,19.33895104895105,1292,7,2009-12-06 10:16:00,2011-10-31 10:38:00,0
13814.0,92,3,2257.32,28.573670886075952,1214,3,2010-06-30 14:12:00,2011-09-08 13:48:00,0
13815.0,22,8,7475.74,20.999269662921346,5381,6,2010-02-12 10:26:00,2011-11-17 14:19:00,0
13816.0,24,2,571.6700000000001,20.416785714285716,269,2,2011-10-06 14:37:00,2011-11-16 08:38:00,0
13817.0,29,2,382.98,15.957500000000001,211,2,2010-12-23 11:46:00,2011-11-10 17:49:00,0
13818.0,430,1,61.28,12.256,60,1,2010-10-06 12:35:00,2010-10-06 12:35:00,1
13819.0,302,6,2642.35,26.161881188118812,2309,3,2009-12-01 16:18:00,2011-02-11 10:38:00,1
13820.0,418,3,652.75,7.334269662921348,285,3,2010-01-28 12:26:00,2010-10-17 13:46:00,1
13821.0,145,6,1379.08,6.760196078431372,477,4,2010-01-04 13:36:00,2011-07-18 09:49:00,0
13822.0,6,2,632.0,6.583333333333333,611,2,2011-10-30 15:55:00,2011-12-04 12:13:00,0
13823.0,19,7,3403.4500000000003,20.880061349693253,1564,6,2009-12-15 14:34:00,2011-11-21 10:22:00,0
13824.0,33,12,3314.76,33.147600000000004,1442,8,2010-03-12 15:17:00,2011-11-07 12:41:00,0
13825.0,622,2,255.59,6.38975,182,2,2009-12-09 14:30:00,2010-03-28 11:02:00,1
13826.0,176,1,189.5,18.95,82,1,2011-06-16 13:48:00,2011-06-16 13:48:00,0
13827.0,58,3,409.8,4.4543478260869565,138,2,2011-07-19 15:38:00,2011-10-13 12:38:00,0
13828.0,22,1,209.49,13.966000000000001,311,1,2011-11-17 16:02:00,2011-11-17 16:02:00,0
13829.0,421,1,102.0,102.0,12,1,2010-10-14 18:19:00,2010-10-14 18:19:00,1
13830.0,582,1,156.85000000000002,14.259090909090911,47,1,2010-05-07 12:24:00,2010-05-07 12:24:00,1
13831.0,16,18,6585.54,36.184285714285714,2393,9,2009-12-10 14:50:00,2011-11-23 15:41:00,0
13832.0,19,2,609.89,11.088909090909091,420,2,2010-10-13 14:41:00,2011-11-20 15:36:00,0
13833.0,159,2,700.41,15.91840909090909,243,2,2010-10-31 14:11:00,2011-07-03 13:27:00,0
13834.0,577,2,324.19,20.261875,221,2,2010-02-08 12:52:00,2010-05-12 10:27:00,1
13835.0,25,7,1095.27,15.426338028169013,520,5,2010-03-04 08:26:00,2011-11-14 15:37:00,0
13836.0,399,2,620.37,20.011935483870968,273,2,2010-10-21 13:27:00,2010-11-05 13:31:00,1
13837.0,212,2,266.59000000000003,14.810555555555558,182,2,2011-01-26 12:15:00,2011-05-12 12:10:00,1
13838.0,6,10,1690.07,4.193722084367246,694,4,2010-05-09 11:40:00,2011-12-04 11:00:00,0
13839.0,486,1,139.95000000000002,19.992857142857144,25,1,2010-08-10 13:52:00,2010-08-10 13:52:00,1
13840.0,416,1,651.4,16.285,358,1,2010-10-19 13:34:00,2010-10-19 13:34:00,1
13841.0,253,1,85.0,85.0,100,1,2011-04-01 12:10:00,2011-04-01 12:10:00,1
13842.0,59,18,5319.34,15.878626865671642,2716,11,2010-02-16 15:54:00,2011-10-12 10:51:00,0
13843.0,381,1,319.75,17.76388888888889,145,1,2010-11-23 17:48:00,2010-11-23 17:48:00,1
13844.0,11,1,361.62,18.081,196,1,2011-11-28 13:21:00,2011-11-28 13:21:00,0
13845.0,65,1,312.98,34.775555555555556,182,1,2011-10-06 08:25:00,2011-10-06 08:25:00,0
13846.0,25,4,1307.79,16.145555555555553,705,3,2010-11-05 09:47:00,2011-11-15 12:07:00,0
13847.0,720,1,310.72,16.353684210526318,96,1,2009-12-20 10:41:00,2009-12-20 10:41:00,1
13848.0,92,8,3015.0,301.5,9200,7,2009-12-09 16:17:00,2011-09-08 12:58:00,0
13849.0,52,5,3469.3,15.769545454545455,1883,4,2010-03-25 12:03:00,2011-10-19 10:59:00,0
13850.0,129,1,1595.48,17.155698924731183,944,1,2011-08-02 14:04:00,2011-08-02 14:04:00,0
13851.0,96,8,4606.46,32.903285714285715,2525,5,2010-01-29 11:54:00,2011-09-05 12:36:00,0
13852.0,611,1,187.35000000000002,17.031818181818185,85,1,2010-04-08 09:06:00,2010-04-08 09:06:00,1
13853.0,57,1,1090.1399999999999,47.39739130434782,312,1,2011-10-13 14:18:00,2011-10-13 14:18:00,0
13854.0,9,39,11944.56,67.10426966292134,3642,12,2010-01-08 11:28:00,2011-12-01 09:06:00,0
13855.0,501,4,1310.3400000000001,17.949863013698632,575,3,2009-12-08 16:56:00,2010-07-27 09:53:00,1
13856.0,169,11,1142.03,21.148703703703703,1105,6,2010-03-30 15:40:00,2011-06-24 10:03:00,0
13857.0,393,6,1001.01,7.820390625,782,5,2010-05-17 14:21:00,2010-11-11 12:54:00,1
13858.0,57,1,216.17000000000002,19.651818181818182,75,1,2011-10-13 16:17:00,2011-10-13 16:17:00,0
13859.0,326,2,515.86,14.329444444444444,167,2,2010-06-28 15:36:00,2011-01-17 16:14:00,1
13860.0,1,5,1245.9,16.39342105263158,591,4,2011-09-14 09:27:00,2011-12-08 12:57:00,0
13861.0,429,2,273.26,13.012380952380951,225,2,2010-06-27 11:37:00,2010-10-06 14:20:00,1
13862.0,18,9,2556.09,15.9755625,1927,8,2010-11-15 13:43:00,2011-11-21 16:24:00,0
13863.0,248,4,1239.55,17.707857142857144,553,3,2010-04-25 13:09:00,2011-04-06 10:20:00,1
13864.0,387,1,662.4000000000001,662.4000000000001,192,1,2010-11-18 12:50:00,2010-11-18 12:50:00,1
13865.0,58,4,501.56,16.718666666666667,204,4,2011-02-23 12:04:00,2011-10-12 13:31:00,0
13866.0,74,1,145.67,20.81,57,1,2011-09-26 14:54:00,2011-09-26 14:54:00,0
13867.0,31,3,1005.09,16.7515,501,3,2011-05-05 17:28:00,2011-11-08 15:48:00,0
13868.0,7,2,3192.54,96.74363636363637,1964,2,2011-11-01 12:45:00,2011-12-02 16:32:00,0
13869.0,123,10,7996.87,9.542804295942721,4302,7,2010-01-17 14:53:00,2011-08-08 13:53:00,0
13870.0,2,15,5712.08,23.701576763485477,3449,9,2010-02-08 12:08:00,2011-12-07 13:23:00,0
13871.0,23,17,7885.85,19.616542288557216,3502,11,2009-12-20 13:09:00,2011-11-17 10:49:00,0
13872.0,527,3,919.57,16.13280701754386,339,3,2009-12-14 09:56:00,2010-06-30 15:35:00,1
13873.0,120,8,1038.92,17.315333333333335,472,6,2010-03-03 12:31:00,2011-08-12 10:08:00,0
13874.0,358,7,2049.15,29.697826086956525,864,6,2010-02-04 18:39:00,2010-12-16 18:20:00,1
13875.0,54,14,4814.37,17.831,3072,9,2009-12-17 10:30:00,2011-10-17 09:36:00,0
13876.0,64,1,122.7,17.52857142857143,36,1,2011-10-07 10:22:00,2011-10-07 10:22:00,0
13877.0,86,3,449.68,19.551304347826086,478,3,2010-01-19 10:53:00,2011-09-14 15:49:00,0
13878.0,55,4,2416.9,23.695098039215686,927,4,2010-04-14 13:50:00,2011-10-16 12:19:00,0
13879.0,646,1,395.5,15.82,204,1,2010-03-04 10:49:00,2010-03-04 10:49:00,1
13880.0,21,17,4293.86,19.254977578475334,2535,11,2010-05-26 14:29:00,2011-11-18 13:44:00,0
13881.0,4,43,45179.1,98.8601750547046,29760,11,2010-03-04 14:41:00,2011-12-06 12:50:00,0
13882.0,3,5,1191.13,18.325076923076924,953,3,2011-10-06 15:28:00,2011-12-07 11:16:00,0
13883.0,11,15,6560.02,20.759556962025318,3584,8,2009-12-08 17:26:00,2011-11-29 10:45:00,0
13884.0,7,10,1825.03,10.027637362637362,752,5,2010-08-26 19:57:00,2011-12-02 16:30:00,0
13885.0,189,2,506.8,18.1,182,2,2011-05-23 08:52:00,2011-06-03 15:07:00,1
13886.0,71,1,243.56,15.2225,126,1,2011-09-29 13:17:00,2011-09-29 13:17:00,0
13887.0,204,1,349.55,18.397368421052633,147,1,2011-05-19 17:22:00,2011-05-19 17:22:00,1
13888.0,120,7,2001.5900000000001,11.705204678362573,795,3,2010-05-13 11:57:00,2011-08-12 10:13:00,0
13889.0,93,6,1991.23,23.990722891566264,979,5,2010-01-22 14:32:00,2011-09-08 09:13:00,0
13890.0,1,14,2927.38,16.921271676300577,1392,6,2009-12-06 15:15:00,2011-12-08 15:36:00,0
13891.0,378,3,859.21,8.678888888888888,476,3,2010-05-06 16:02:00,2010-11-26 15:57:00,1
13892.0,27,6,1267.65,35.212500000000006,3125,5,2010-05-13 10:32:00,2011-11-13 11:50:00,0
13893.0,298,1,821.1,39.1,190,1,2011-02-15 11:30:00,2011-02-15 11:30:00,1
13894.0,24,3,564.62,20.911851851851853,354,2,2011-02-02 12:54:00,2011-11-16 09:44:00,0
13895.0,28,6,4008.52,21.551182795698924,2060,5,2009-12-03 13:09:00,2011-11-11 16:57:00,0
13896.0,626,1,388.55,18.502380952380953,149,1,2010-03-24 08:55:00,2010-03-24 08:55:00,1
13897.0,50,3,1160.72,19.67322033898305,820,3,2010-01-31 13:48:00,2011-10-20 14:30:00,0
13898.0,326,2,686.4,14.921739130434782,544,2,2010-10-24 15:42:00,2011-01-18 10:28:00,1
13899.0,16,2,388.52,20.448421052631577,156,2,2011-03-10 09:30:00,2011-11-23 13:40:00,0
13900.0,183,6,1610.5900000000001,16.953578947368424,938,5,2010-03-25 13:46:00,2011-06-09 19:26:00,1
13901.0,72,15,5676.34,18.310774193548387,3344,9,2010-01-05 09:29:00,2011-09-28 14:48:00,0
13902.0,632,5,34095.26,541.1946031746032,220600,4,2009-12-15 10:02:00,2010-03-17 13:09:00,1
13903.0,400,1,165.45000000000002,16.545,103,1,2010-11-04 17:44:00,2010-11-04 17:44:00,1
13904.0,37,2,332.64,12.793846153846154,332,2,2011-02-18 11:18:00,2011-11-02 13:41:00,0
13905.0,733,1,312.65,26.054166666666664,135,1,2009-12-07 11:41:00,2009-12-07 11:41:00,1
13906.0,409,1,42.0,42.0,100,1,2010-10-26 15:00:00,2010-10-26 15:00:00,1
13907.0,692,1,136.8,34.2,68,1,2010-01-17 12:22:00,2010-01-17 12:22:00,1
13908.0,80,4,2369.55,19.42254098360656,1478,4,2011-03-08 12:04:00,2011-09-21 11:49:00,0
13909.0,423,2,282.85,7.44342105263158,301,2,2010-07-06 16:52:00,2010-10-12 17:22:00,1
13911.0,57,20,4234.99,17.7940756302521,4487,9,2010-03-01 16:31:00,2011-10-13 15:43:00,0
13912.0,424,1,124.95,17.85,29,1,2010-10-12 08:43:00,2010-10-12 08:43:00,1
13913.0,507,1,42.22,14.073333333333332,10,1,2010-07-21 10:11:00,2010-07-21 10:11:00,1
13914.0,12,2,626.45,18.983333333333334,380,1,2011-11-03 16:28:00,2011-11-28 10:35:00,0
13915.0,394,1,70.80000000000001,35.400000000000006,24,1,2010-11-10 15:17:00,2010-11-10 15:17:00,1
13916.0,464,4,1275.81,17.240675675675675,673,3,2010-02-02 10:06:00,2010-09-02 10:04:00,1
13917.0,50,2,272.04,15.113333333333335,228,2,2011-06-01 12:46:00,2011-10-21 09:56:00,0
13918.0,50,2,1212.8400000000001,40.428000000000004,1140,2,2011-03-31 18:05:00,2011-10-21 12:25:00,0
13919.0,59,4,1360.68,17.67116883116883,1133,3,2010-06-17 09:30:00,2011-10-11 14:24:00,0
13920.0,432,4,1774.68,20.635813953488373,1772,4,2010-05-26 15:48:00,2010-10-04 12:37:00,1
13921.0,402,4,730.7,16.606818181818184,210,4,2009-12-18 12:19:00,2010-11-02 16:32:00,1
13922.0,352,3,865.2,28.84,467,3,2010-08-29 14:36:00,2010-12-23 10:38:00,1
13923.0,54,1,351.13,17.5565,185,1,2011-10-17 12:33:00,2011-10-17 12:33:00,0
13924.0,2,6,1838.8500000000001,15.716666666666669,1575,4,2011-09-28 15:07:00,2011-12-08 09:39:00,0
13925.0,93,4,678.25,16.54268292682927,331,3,2011-07-28 12:09:00,2011-09-08 12:47:00,0
13926.0,23,1,223.85000000000002,20.35,104,1,2011-11-16 13:16:00,2011-11-16 13:16:00,0
13927.0,75,2,708.26,17.274634146341462,463,1,2010-09-28 16:12:00,2011-09-26 12:00:00,0
13928.0,11,4,464.57,17.206296296296298,129,3,2011-07-29 15:59:00,2011-11-29 10:33:00,0
13929.0,169,11,3494.1,61.3,1566,8,2010-01-14 07:25:00,2011-06-23 15:26:00,0
13930.0,58,2,337.34,19.843529411764706,274,2,2011-07-26 11:00:00,2011-10-13 09:45:00,0
13931.0,96,11,5257.38,19.399926199261994,3488,5,2009-12-03 10:26:00,2011-09-05 10:12:00,0
13932.0,295,1,307.4,19.2125,72,1,2011-02-18 12:02:00,2011-02-18 12:02:00,1
13933.0,109,2,608.79,26.469130434782606,205,2,2011-07-14 13:35:00,2011-08-22 14:03:00,0
13934.0,264,1,922.1,29.74516129032258,390,1,2011-03-21 08:39:00,2011-03-21 08:39:00,1
13935.0,597,3,6116.92,76.4615,2252,3,2010-02-25 16:01:00,2010-04-22 11:21:00,1
13936.0,180,3,939.6600000000001,15.926440677966102,661,3,2010-10-21 14:21:00,2011-06-13 08:47:00,0
13937.0,169,2,880.13,16.298703703703705,587,2,2010-11-02 12:37:00,2011-06-23 16:35:00,0
13938.0,35,1,71.66,10.237142857142857,70,1,2011-11-04 14:37:00,2011-11-04 14:37:00,0
13939.0,23,7,1560.96,14.190545454545456,1608,6,2010-04-06 12:43:00,2011-11-16 13:33:00,0
13940.0,17,4,839.14,17.12530612244898,516,4,2011-07-18 16:05:00,2011-11-22 15:15:00,0
13941.0,22,15,10027.18,106.67212765957447,4782,8,2009-12-16 16:10:00,2011-11-18 09:43:00,0
13942.0,535,1,320.0,320.0,1000,1,2010-06-23 12:35:00,2010-06-23 12:35:00,1
13943.0,578,1,246.54000000000002,16.436,94,1,2010-05-11 11:30:00,2010-05-11 11:30:00,1
13944.0,653,1,200.43,5.726571428571429,153,1,2010-02-24 15:02:00,2010-02-24 15:02:00,1
13945.0,395,2,854.1500000000001,16.748039215686276,413,2,2010-08-17 09:59:00,2010-11-10 10:00:00,1
13946.0,79,6,1876.23,33.504107142857144,2847,5,2009-12-04 11:07:00,2011-09-21 13:33:00,0
13947.0,65,1,90.60000000000001,18.12,44,1,2011-10-05 14:42:00,2011-10-05 14:42:00,0
13948.0,361,4,548.76,22.865,248,3,2009-12-04 12:14:00,2010-12-14 10:18:00,1
13949.0,3,6,2427.32,15.170750000000002,2474,4,2011-09-06 11:55:00,2011-12-07 09:35:00,0
13950.0,11,4,745.0600000000001,21.287428571428574,323,3,2011-04-07 11:29:00,2011-11-28 14:44:00,0
13951.0,176,3,674.45,17.293589743589745,459,3,2011-02-18 15:21:00,2011-06-16 16:43:00,0
13952.0,218,14,12823.521,31.35335207823961,5947,9,2009-12-16 09:41:00,2011-05-06 09:00:00,1
13953.0,7,12,6640.68,265.6272,5224,7,2009-12-11 12:58:00,2011-12-02 16:04:00,0
13954.0,2,2,439.92,17.5968,150,2,2011-09-30 10:52:00,2011-12-08 12:50:00,0
13955.0,154,3,544.0699999999999,6.400823529411764,272,3,2010-11-29 17:35:00,2011-07-08 17:19:00,0
13956.0,5,5,1019.27,6.933809523809524,486,5,2011-03-13 12:51:00,2011-12-04 13:20:00,0
13957.0,418,3,458.25,16.97222222222222,157,3,2010-02-19 10:32:00,2010-10-18 10:02:00,1
13958.0,380,8,4709.2300000000005,20.745506607929517,2264,5,2009-12-05 13:12:00,2010-11-25 10:11:00,1
13959.0,79,6,1064.77,6.781974522292994,694,6,2010-07-16 15:11:00,2011-09-21 15:06:00,0
13960.0,21,2,230.22,19.185,142,2,2011-09-29 12:39:00,2011-11-18 15:27:00,0
13961.0,392,1,538.4,28.336842105263155,226,1,2010-11-12 14:40:00,2010-11-12 14:40:00,1
13962.0,22,3,362.8,15.773913043478261,160,3,2010-09-30 10:35:00,2011-11-18 08:47:00,0
13963.0,308,17,2860.57,17.33678787878788,2007,11,2010-04-21 16:20:00,2011-02-04 14:43:00,1
13964.0,387,2,438.9,18.287499999999998,228,2,2010-10-05 12:38:00,2010-11-17 13:53:00,1
13965.0,477,3,996.61,41.525416666666665,425,3,2010-01-05 15:21:00,2010-08-20 10:40:00,1
13966.0,435,1,384.26,18.298095238095236,760,1,2010-09-30 13:08:00,2010-09-30 13:08:00,1
13967.0,146,2,166.3,27.71666666666667,66,2,2010-11-08 13:24:00,2011-07-17 12:02:00,0
13968.0,423,1,123.66,15.4575,174,1,2010-10-12 13:22:00,2010-10-12 13:22:00,1
13969.0,7,35,12973.460000000001,12.193101503759399,6640,11,2010-03-25 13:15:00,2011-12-02 15:11:00,0
13970.0,386,2,846.55,65.11923076923077,469,2,2010-09-28 11:53:00,2010-11-18 13:21:00,1
13971.0,19,14,4667.57,18.30419607843137,3084,10,2010-01-26 09:51:00,2011-11-21 12:06:00,0
13972.0,71,2,190.25,12.683333333333334,187,2,2011-05-22 11:34:00,2011-09-30 11:54:00,0
13973.0,287,1,264.7,24.063636363636363,109,1,2011-02-25 15:21:00,2011-02-25 15:21:00,1
13974.0,49,2,677.72,15.76093023255814,356,2,2010-05-06 17:55:00,2011-10-21 14:41:00,0
13975.0,31,12,5256.4,7.132157394843961,3884,8,2010-02-02 13:13:00,2011-11-08 13:19:00,0
13976.0,207,4,1192.3600000000001,21.29214285714286,452,4,2010-02-09 13:08:00,2011-05-17 09:13:00,1
13977.0,411,1,519.8100000000001,39.98538461538462,303,1,2010-10-24 14:08:00,2010-10-24 14:08:00,1
13978.0,15,2,196.79,13.119333333333334,315,2,2011-10-25 15:04:00,2011-11-25 11:36:00,0
13979.0,73,7,3379.93,8.60033078880407,2270,5,2009-12-03 10:02:00,2011-09-27 13:32:00,0
13980.0,60,5,768.8199999999999,12.203492063492062,463,5,2010-02-21 14:18:00,2011-10-10 13:34:00,0
13981.0,416,1,331.14,15.05181818181818,234,1,2010-10-20 10:03:00,2010-10-20 10:03:00,1
13982.0,39,9,3954.29,17.57462222222222,2478,7,2010-01-20 14:04:00,2011-10-31 16:24:00,0
13983.0,30,21,6753.89,20.781200000000002,3925,11,2009-12-09 13:53:00,2011-11-10 11:06:00,0
13984.0,27,12,1893.8,21.520454545454545,1301,7,2009-12-07 11:51:00,2011-11-13 12:38:00,0
13985.0,4,22,10020.86,20.87679166666667,4936,10,2010-02-09 13:56:00,2011-12-05 17:06:00,0
13986.0,17,1,320.46,24.650769230769228,430,1,2011-11-22 15:00:00,2011-11-22 15:00:00,0
13987.0,380,2,682.54,14.837826086956522,492,1,2010-11-04 09:54:00,2010-11-25 10:20:00,1
13988.0,20,8,4757.8,16.12813559322034,3385,6,2010-03-24 11:05:00,2011-11-20 10:15:00,0
13989.0,66,5,2026.06,23.558837209302325,2207,5,2010-05-25 12:13:00,2011-10-05 09:47:00,0
13990.0,213,1,311.3,19.45625,190,1,2011-05-10 15:19:00,2011-05-10 15:19:00,1
13991.0,12,6,852.88,10.400975609756097,995,4,2011-07-19 12:58:00,2011-11-27 16:18:00,0
13992.0,30,3,219.5,19.954545454545453,154,2,2010-09-02 17:04:00,2011-11-09 15:23:00,0
13993.0,43,19,6775.71,25.960574712643677,2135,12,2009-12-03 11:57:00,2011-10-28 09:06:00,0
13994.0,4,6,2274.14,15.36581081081081,932,5,2011-07-14 18:28:00,2011-12-06 11:05:00,0
13995.0,15,14,3902.01,16.965260869565217,2359,8,2009-12-18 12:43:00,2011-11-24 14:22:00,0
13996.0,386,2,895.76,27.144242424242425,613,1,2010-11-05 15:07:00,2010-11-18 16:27:00,1
13997.0,519,3,376.46,8.55590909090909,143,2,2010-06-07 17:33:00,2010-07-08 18:06:00,1
13998.0,447,3,566.7,18.280645161290323,204,3,2010-05-12 13:18:00,2010-09-19 10:20:00,1
13999.0,10,29,9502.26,20.391115879828327,5043,12,2009-12-05 12:42:00,2011-11-29 13:40:00,0
14000.0,211,5,2046.34,41.76204081632653,1838,5,2009-12-02 09:50:00,2011-05-12 16:50:00,1
14001.0,46,9,4228.85,41.056796116504856,1779,6,2010-08-03 12:49:00,2011-10-25 10:31:00,0
14002.0,134,2,529.73,11.270851063829788,877,1,2011-07-06 14:59:00,2011-07-28 15:55:00,0
14003.0,733,1,209.41,13.088125,149,1,2009-12-07 08:53:00,2009-12-07 08:53:00,1
14004.0,43,11,6258.45,25.968672199170125,3425,6,2010-09-30 09:39:00,2011-10-27 14:40:00,0
14005.0,10,5,2874.72,34.22285714285714,2478,5,2011-05-08 10:33:00,2011-11-30 12:41:00,0
14006.0,116,7,2196.67,28.528181818181817,2181,6,2010-02-25 09:45:00,2011-08-16 09:39:00,0
14007.0,513,1,79.48,15.896,16,1,2010-07-15 09:06:00,2010-07-15 09:06:00,1
14008.0,432,1,509.04,15.9075,326,1,2010-10-03 13:09:00,2010-10-03 13:09:00,1
14009.0,198,3,1099.91,14.863648648648649,951,2,2010-09-03 12:08:00,2011-05-25 15:47:00,1
14010.0,565,2,445.15,18.547916666666666,177,1,2010-05-23 12:46:00,2010-05-23 13:00:00,1
14011.0,480,2,457.82,14.306875,644,2,2010-04-11 13:40:00,2010-08-16 15:31:00,1
14012.0,278,1,328.8,29.89090909090909,160,1,2011-03-07 12:26:00,2011-03-07 12:26:00,1
14013.0,110,5,1084.57,15.949558823529411,775,4,2010-03-26 10:02:00,2011-08-21 15:01:00,0
14014.0,77,3,1948.21,25.63434210526316,2004,3,2010-05-12 09:04:00,2011-09-23 13:18:00,0
14015.0,53,1,917.34,45.867000000000004,378,1,2011-10-18 10:02:00,2011-10-18 10:02:00,0
14016.0,162,11,11403.41,25.45404017857143,5722,9,2010-01-08 14:12:00,2011-07-01 11:29:00,0
14017.0,571,1,229.75,16.410714285714285,73,1,2010-05-17 14:52:00,2010-05-17 14:52:00,1
14018.0,645,1,367.15,28.24230769230769,224,1,2010-03-04 14:23:00,2010-03-04 14:23:00,1
14019.0,47,3,1421.6100000000001,21.539545454545458,1037,3,2011-07-24 15:39:00,2011-10-24 10:13:00,0
14020.0,17,4,1249.01,17.347361111111113,648,4,2010-06-28 15:29:00,2011-11-23 09:22:00,0
14021.0,155,7,1716.58,19.07311111111111,878,7,2010-04-26 11:22:00,2011-07-07 15:46:00,0
14022.0,225,2,792.15,16.854255319148937,681,2,2010-08-10 09:38:00,2011-04-28 14:39:00,1
14023.0,7,2,584.07,18.840967741935486,345,2,2011-04-03 15:50:00,2011-12-02 13:58:00,0
14024.0,122,3,645.74,18.99235294117647,238,2,2010-11-14 10:51:00,2011-08-10 11:30:00,0
14025.0,465,8,4057.9,40.98888888888889,1914,4,2010-05-05 09:56:00,2010-09-01 10:11:00,1
14026.0,471,2,713.11,14.2622,427,2,2010-03-24 14:10:00,2010-08-26 10:31:00,1
14027.0,61,1,104.82,17.47,62,1,2011-10-10 09:01:00,2011-10-10 09:01:00,0
14028.0,550,3,10396.5,1155.1666666666667,7170,1,2010-06-07 12:02:00,2010-06-07 13:33:00,1
14029.0,63,2,467.66,31.177333333333333,198,2,2011-07-18 16:57:00,2011-10-07 14:46:00,0
14030.0,18,20,7521.8,9.128398058252428,4215,7,2009-12-10 17:27:00,2011-11-21 16:48:00,0
14031.0,7,44,39019.51,52.02601333333334,13783,12,2009-12-03 15:35:00,2011-12-02 17:13:00,0
14032.0,2,16,4546.41,19.767,3740,9,2009-12-14 12:02:00,2011-12-07 15:23:00,0
14033.0,555,1,109.44,109.44,576,1,2010-06-02 15:10:00,2010-06-02 15:10:00,1
14034.0,22,3,648.89,7.545232558139535,420,2,2011-07-05 13:06:00,2011-11-17 14:02:00,0
14035.0,29,9,2794.75,19.27413793103448,1405,8,2010-04-06 12:39:00,2011-11-11 10:03:00,0
14036.0,285,1,626.65,16.49078947368421,268,1,2011-02-28 09:26:00,2011-02-28 09:26:00,1
14037.0,176,6,836.95,7.341666666666667,590,5,2009-12-07 11:39:00,2011-06-16 13:57:00,0
14038.0,78,5,3069.88,19.067577639751555,1708,5,2010-02-04 08:56:00,2011-09-22 13:37:00,0
14039.0,33,2,267.28000000000003,26.728,192,2,2010-05-13 10:15:00,2011-11-06 13:48:00,0
14040.0,41,35,12523.81,16.035608194622277,4972,12,2009-12-01 12:14:00,2011-10-30 12:42:00,0
14041.0,266,1,141.41,6.733809523809524,94,1,2011-03-18 13:25:00,2011-03-18 13:25:00,1
14042.0,725,1,431.98,20.570476190476192,180,1,2009-12-14 15:07:00,2009-12-14 15:07:00,1
14043.0,491,2,302.59999999999997,7.380487804878048,152,2,2009-12-10 15:56:00,2010-08-05 18:18:00,1
14044.0,27,10,3077.7,3.7260290556900726,2100,7,2010-01-24 15:14:00,2011-11-13 12:05:00,0
14045.0,109,16,10986.63,296.93594594594595,4459,8,2010-01-08 10:08:00,2011-08-22 15:27:00,0
14046.0,284,1,154.99,11.070714285714287,460,1,2011-02-28 14:48:00,2011-02-28 14:48:00,1
14047.0,9,14,3968.11,26.105986842105263,1541,9,2010-02-01 10:05:00,2011-12-01 11:43:00,0
14048.0,305,3,748.69,5.309858156028369,467,2,2010-11-22 14:08:00,2011-02-07 14:53:00,1
14049.0,17,13,13023.4,12.274646559849199,8480,8,2010-04-01 14:52:00,2011-11-23 12:20:00,0
14050.0,32,2,746.36,13.821481481481483,689,2,2011-08-25 13:46:00,2011-11-08 10:00:00,0
