CustomerID,Cluster,Segment
13347.0,0,Potential Customers
13348.0,0,Potential Customers
13349.0,0,Potential Customers
13350.0,0,Potential Customers
13351.0,0,Potential Customers
13352.0,0,Potential Customers
13354.0,0,Potential Customers
13355.0,0,Potential Customers
13356.0,0,Potential Customers
13357.0,3,Loyal Customers
13358.0,0,Potential Customers
13359.0,0,Potential Customers
13360.0,1,At Risk Customers
13361.0,1,At Risk Customers
13362.0,3,Loyal Customers
13363.0,3,Loyal Customers
13364.0,0,Potential Customers
13365.0,3,Loyal Customers
13366.0,0,Potential Customers
13367.0,1,At Risk Customers
13368.0,3,Loyal Customers
13369.0,1,At Risk Customers
13370.0,1,At Risk Customers
13371.0,1,At Risk Customers
13372.0,0,Potential Customers
13373.0,3,Loyal Customers
13374.0,1,At Risk Customers
13375.0,3,Loyal Customers
13376.0,3,Loyal Customers
13377.0,1,At Risk Customers
13379.0,0,Potential Customers
13380.0,1,At Risk Customers
13381.0,2,Champions
13382.0,3,Loyal Customers
13383.0,1,At Risk Customers
13384.0,2,Champions
13385.0,1,At Risk Customers
13386.0,1,At Risk Customers
13387.0,1,At Risk Customers
13388.0,3,Loyal Customers
13389.0,0,Potential Customers
13390.0,0,Potential Customers
13391.0,0,Potential Customers
13392.0,1,At Risk Customers
13393.0,1,At Risk Customers
13394.0,2,Champions
13395.0,3,Loyal Customers
13396.0,0,Potential Customers
13397.0,3,Loyal Customers
13398.0,0,Potential Customers
13399.0,1,At Risk Customers
13400.0,1,At Risk Customers
13402.0,3,Loyal Customers
13403.0,0,Potential Customers
13404.0,0,Potential Customers
13405.0,3,Loyal Customers
13406.0,1,At Risk Customers
13407.0,1,At Risk Customers
13408.0,2,Champions
13410.0,3,Loyal Customers
13411.0,0,Potential Customers
13412.0,1,At Risk Customers
13413.0,1,At Risk Customers
13414.0,3,Loyal Customers
13415.0,1,At Risk Customers
13416.0,3,Loyal Customers
13417.0,3,Loyal Customers
13418.0,2,Champions
13419.0,0,Potential Customers
13420.0,0,Potential Customers
13421.0,3,Loyal Customers
13422.0,0,Potential Customers
13423.0,1,At Risk Customers
13424.0,1,At Risk Customers
13425.0,3,Loyal Customers
13426.0,2,Champions
13427.0,3,Loyal Customers
13428.0,0,Potential Customers
13429.0,3,Loyal Customers
13430.0,0,Potential Customers
13431.0,3,Loyal Customers
13432.0,1,At Risk Customers
13433.0,1,At Risk Customers
13434.0,3,Loyal Customers
13435.0,2,Champions
13436.0,0,Potential Customers
13437.0,3,Loyal Customers
13438.0,1,At Risk Customers
13439.0,3,Loyal Customers
13440.0,3,Loyal Customers
13441.0,0,Potential Customers
13442.0,1,At Risk Customers
13443.0,1,At Risk Customers
13444.0,1,At Risk Customers
13445.0,1,At Risk Customers
13446.0,3,Loyal Customers
13447.0,3,Loyal Customers
13448.0,2,Champions
13449.0,0,Potential Customers
13450.0,2,Champions
13451.0,2,Champions
13452.0,0,Potential Customers
13453.0,0,Potential Customers
13454.0,1,At Risk Customers
13455.0,3,Loyal Customers
13456.0,3,Loyal Customers
13457.0,1,At Risk Customers
13458.0,2,Champions
13459.0,1,At Risk Customers
13460.0,0,Potential Customers
13461.0,3,Loyal Customers
13462.0,3,Loyal Customers
13464.0,3,Loyal Customers
13465.0,1,At Risk Customers
13466.0,3,Loyal Customers
13467.0,0,Potential Customers
13468.0,2,Champions
13469.0,1,At Risk Customers
13470.0,0,Potential Customers
13471.0,3,Loyal Customers
13472.0,1,At Risk Customers
13473.0,3,Loyal Customers
13474.0,0,Potential Customers
13475.0,3,Loyal Customers
13476.0,3,Loyal Customers
13477.0,3,Loyal Customers
13478.0,1,At Risk Customers
13479.0,3,Loyal Customers
13480.0,1,At Risk Customers
13481.0,2,Champions
13482.0,0,Potential Customers
13483.0,0,Potential Customers
13484.0,0,Potential Customers
13485.0,3,Loyal Customers
13486.0,3,Loyal Customers
13487.0,3,Loyal Customers
13488.0,2,Champions
13489.0,0,Potential Customers
13490.0,1,At Risk Customers
13491.0,2,Champions
13492.0,3,Loyal Customers
13493.0,0,Potential Customers
13494.0,1,At Risk Customers
13495.0,2,Champions
13496.0,0,Potential Customers
13497.0,3,Loyal Customers
13498.0,1,At Risk Customers
13499.0,3,Loyal Customers
13500.0,3,Loyal Customers
13501.0,3,Loyal Customers
13502.0,3,Loyal Customers
13503.0,3,Loyal Customers
13504.0,0,Potential Customers
13505.0,3,Loyal Customers
13506.0,3,Loyal Customers
13507.0,3,Loyal Customers
13508.0,0,Potential Customers
13509.0,3,Loyal Customers
13510.0,2,Champions
13511.0,1,At Risk Customers
13512.0,3,Loyal Customers
13513.0,0,Potential Customers
13514.0,3,Loyal Customers
13515.0,3,Loyal Customers
13516.0,3,Loyal Customers
13517.0,3,Loyal Customers
13518.0,0,Potential Customers
13519.0,0,Potential Customers
13520.0,2,Champions
13521.0,3,Loyal Customers
13522.0,0,Potential Customers
13523.0,3,Loyal Customers
13524.0,3,Loyal Customers
13525.0,0,Potential Customers
13526.0,1,At Risk Customers
13527.0,2,Champions
13529.0,0,Potential Customers
13530.0,1,At Risk Customers
13531.0,3,Loyal Customers
13532.0,0,Potential Customers
13533.0,0,Potential Customers
13534.0,2,Champions
13535.0,1,At Risk Customers
13536.0,3,Loyal Customers
13537.0,1,At Risk Customers
13538.0,2,Champions
13539.0,3,Loyal Customers
13540.0,1,At Risk Customers
13541.0,1,At Risk Customers
13542.0,2,Champions
13543.0,1,At Risk Customers
13544.0,3,Loyal Customers
13545.0,1,At Risk Customers
13546.0,3,Loyal Customers
13547.0,1,At Risk Customers
13548.0,3,Loyal Customers
13549.0,3,Loyal Customers
13550.0,1,At Risk Customers
13551.0,1,At Risk Customers
13552.0,2,Champions
13553.0,1,At Risk Customers
13554.0,3,Loyal Customers
13555.0,2,Champions
13556.0,1,At Risk Customers
13557.0,2,Champions
13558.0,3,Loyal Customers
13559.0,1,At Risk Customers
13560.0,0,Potential Customers
13561.0,3,Loyal Customers
13562.0,3,Loyal Customers
13563.0,0,Potential Customers
13564.0,2,Champions
13565.0,0,Potential Customers
13566.0,3,Loyal Customers
13567.0,1,At Risk Customers
13568.0,0,Potential Customers
13569.0,3,Loyal Customers
13570.0,0,Potential Customers
13571.0,2,Champions
13572.0,0,Potential Customers
13573.0,3,Loyal Customers
13574.0,1,At Risk Customers
13575.0,3,Loyal Customers
13576.0,2,Champions
13577.0,2,Champions
13578.0,1,At Risk Customers
13579.0,3,Loyal Customers
13580.0,1,At Risk Customers
13581.0,1,At Risk Customers
13582.0,1,At Risk Customers
13583.0,3,Loyal Customers
13584.0,1,At Risk Customers
13585.0,1,At Risk Customers
13586.0,1,At Risk Customers
13587.0,3,Loyal Customers
13588.0,3,Loyal Customers
13589.0,3,Loyal Customers
13590.0,2,Champions
13591.0,3,Loyal Customers
13592.0,0,Potential Customers
13593.0,2,Champions
13594.0,0,Potential Customers
13595.0,1,At Risk Customers
13596.0,0,Potential Customers
13597.0,1,At Risk Customers
13598.0,3,Loyal Customers
13599.0,2,Champions
13600.0,1,At Risk Customers
13601.0,3,Loyal Customers
13602.0,3,Loyal Customers
13603.0,0,Potential Customers
13604.0,1,At Risk Customers
13605.0,1,At Risk Customers
13606.0,0,Potential Customers
13607.0,0,Potential Customers
13608.0,1,At Risk Customers
13609.0,1,At Risk Customers
13610.0,2,Champions
13611.0,3,Loyal Customers
13612.0,1,At Risk Customers
13613.0,1,At Risk Customers
13614.0,3,Loyal Customers
13615.0,3,Loyal Customers
13616.0,1,At Risk Customers
13617.0,3,Loyal Customers
13618.0,0,Potential Customers
13619.0,1,At Risk Customers
13620.0,1,At Risk Customers
13621.0,0,Potential Customers
13622.0,1,At Risk Customers
13623.0,3,Loyal Customers
13624.0,1,At Risk Customers
13625.0,1,At Risk Customers
13626.0,0,Potential Customers
13627.0,3,Loyal Customers
13628.0,1,At Risk Customers
13629.0,2,Champions
13630.0,3,Loyal Customers
13631.0,3,Loyal Customers
13632.0,3,Loyal Customers
13634.0,2,Champions
13635.0,3,Loyal Customers
13636.0,3,Loyal Customers
13637.0,0,Potential Customers
13638.0,0,Potential Customers
13639.0,0,Potential Customers
13640.0,1,At Risk Customers
13641.0,1,At Risk Customers
13642.0,0,Potential Customers
13643.0,3,Loyal Customers
13644.0,3,Loyal Customers
13645.0,0,Potential Customers
13646.0,1,At Risk Customers
13647.0,3,Loyal Customers
13648.0,3,Loyal Customers
13649.0,3,Loyal Customers
13650.0,3,Loyal Customers
13651.0,0,Potential Customers
13652.0,3,Loyal Customers
13653.0,1,At Risk Customers
13654.0,2,Champions
13655.0,3,Loyal Customers
13656.0,3,Loyal Customers
13657.0,0,Potential Customers
13658.0,2,Champions
13659.0,2,Champions
13660.0,1,At Risk Customers
13661.0,1,At Risk Customers
13662.0,3,Loyal Customers
13663.0,3,Loyal Customers
13665.0,1,At Risk Customers
13666.0,0,Potential Customers
13667.0,0,Potential Customers
13668.0,2,Champions
13669.0,0,Potential Customers
13670.0,0,Potential Customers
13671.0,1,At Risk Customers
13672.0,0,Potential Customers
13673.0,0,Potential Customers
13674.0,1,At Risk Customers
13675.0,0,Potential Customers
13676.0,1,At Risk Customers
13677.0,1,At Risk Customers
13678.0,0,Potential Customers
13679.0,1,At Risk Customers
13680.0,2,Champions
13681.0,3,Loyal Customers
13682.0,0,Potential Customers
13683.0,1,At Risk Customers
13684.0,0,Potential Customers
13685.0,3,Loyal Customers
13686.0,0,Potential Customers
13687.0,3,Loyal Customers
13688.0,1,At Risk Customers
13689.0,0,Potential Customers
13690.0,0,Potential Customers
13691.0,1,At Risk Customers
13692.0,3,Loyal Customers
13693.0,3,Loyal Customers
13694.0,2,Champions
13695.0,2,Champions
13696.0,1,At Risk Customers
13697.0,0,Potential Customers
13698.0,1,At Risk Customers
13699.0,0,Potential Customers
13700.0,2,Champions
13701.0,1,At Risk Customers
13702.0,1,At Risk Customers
13703.0,1,At Risk Customers
13704.0,3,Loyal Customers
13705.0,3,Loyal Customers
13706.0,1,At Risk Customers
13707.0,3,Loyal Customers
13708.0,0,Potential Customers
13709.0,2,Champions
13710.0,0,Potential Customers
13711.0,3,Loyal Customers
13712.0,0,Potential Customers
13713.0,1,At Risk Customers
13714.0,1,At Risk Customers
13715.0,2,Champions
13716.0,0,Potential Customers
13717.0,3,Loyal Customers
13718.0,0,Potential Customers
13719.0,3,Loyal Customers
13720.0,3,Loyal Customers
13721.0,0,Potential Customers
13722.0,2,Champions
13723.0,3,Loyal Customers
13724.0,1,At Risk Customers
13725.0,3,Loyal Customers
13726.0,0,Potential Customers
13727.0,3,Loyal Customers
13728.0,2,Champions
13729.0,1,At Risk Customers
13730.0,0,Potential Customers
13731.0,0,Potential Customers
13732.0,0,Potential Customers
13733.0,1,At Risk Customers
13734.0,3,Loyal Customers
13735.0,2,Champions
13736.0,3,Loyal Customers
13737.0,0,Potential Customers
13738.0,1,At Risk Customers
13739.0,0,Potential Customers
13740.0,3,Loyal Customers
13741.0,0,Potential Customers
13742.0,2,Champions
13743.0,3,Loyal Customers
13744.0,0,Potential Customers
13745.0,0,Potential Customers
13746.0,1,At Risk Customers
13747.0,1,At Risk Customers
13748.0,3,Loyal Customers
13750.0,2,Champions
13751.0,0,Potential Customers
13752.0,3,Loyal Customers
13753.0,3,Loyal Customers
13754.0,0,Potential Customers
13755.0,3,Loyal Customers
13756.0,2,Champions
13757.0,1,At Risk Customers
13758.0,2,Champions
13759.0,0,Potential Customers
13760.0,3,Loyal Customers
13761.0,3,Loyal Customers
13762.0,3,Loyal Customers
13763.0,3,Loyal Customers
13764.0,3,Loyal Customers
13765.0,1,At Risk Customers
13766.0,1,At Risk Customers
13767.0,2,Champions
13768.0,1,At Risk Customers
13769.0,2,Champions
13770.0,1,At Risk Customers
13771.0,2,Champions
13772.0,3,Loyal Customers
13773.0,1,At Risk Customers
13774.0,0,Potential Customers
13775.0,1,At Risk Customers
13776.0,1,At Risk Customers
13777.0,2,Champions
13778.0,3,Loyal Customers
13779.0,1,At Risk Customers
13780.0,0,Potential Customers
13781.0,0,Potential Customers
13782.0,3,Loyal Customers
13783.0,1,At Risk Customers
13784.0,2,Champions
13785.0,1,At Risk Customers
13786.0,3,Loyal Customers
13787.0,3,Loyal Customers
13788.0,1,At Risk Customers
13789.0,1,At Risk Customers
13790.0,0,Potential Customers
13791.0,3,Loyal Customers
13792.0,0,Potential Customers
13793.0,1,At Risk Customers
13794.0,1,At Risk Customers
13795.0,1,At Risk Customers
13796.0,1,At Risk Customers
13797.0,1,At Risk Customers
13798.0,2,Champions
13799.0,3,Loyal Customers
13800.0,3,Loyal Customers
13801.0,0,Potential Customers
13802.0,2,Champions
13803.0,3,Loyal Customers
13804.0,3,Loyal Customers
13805.0,0,Potential Customers
13806.0,0,Potential Customers
13807.0,1,At Risk Customers
13808.0,3,Loyal Customers
13809.0,0,Potential Customers
13810.0,3,Loyal Customers
13811.0,0,Potential Customers
13812.0,0,Potential Customers
13813.0,3,Loyal Customers
13814.0,3,Loyal Customers
13815.0,2,Champions
13816.0,0,Potential Customers
13817.0,0,Potential Customers
13818.0,1,At Risk Customers
13819.0,3,Loyal Customers
13820.0,1,At Risk Customers
13821.0,3,Loyal Customers
13822.0,0,Potential Customers
13823.0,3,Loyal Customers
13824.0,2,Champions
13825.0,1,At Risk Customers
13826.0,0,Potential Customers
13827.0,0,Potential Customers
13828.0,0,Potential Customers
13829.0,1,At Risk Customers
13830.0,1,At Risk Customers
13831.0,2,Champions
13832.0,0,Potential Customers
13833.0,0,Potential Customers
13834.0,1,At Risk Customers
13835.0,3,Loyal Customers
13836.0,1,At Risk Customers
13837.0,0,Potential Customers
13838.0,3,Loyal Customers
13839.0,1,At Risk Customers
13840.0,1,At Risk Customers
13841.0,0,Potential Customers
13842.0,2,Champions
13843.0,1,At Risk Customers
13844.0,0,Potential Customers
13845.0,0,Potential Customers
13846.0,3,Loyal Customers
13847.0,1,At Risk Customers
13848.0,3,Loyal Customers
13849.0,3,Loyal Customers
13850.0,0,Potential Customers
13851.0,3,Loyal Customers
13852.0,1,At Risk Customers
13853.0,0,Potential Customers
13854.0,2,Champions
13855.0,1,At Risk Customers
13856.0,3,Loyal Customers
13857.0,3,Loyal Customers
13858.0,0,Potential Customers
13859.0,1,At Risk Customers
13860.0,3,Loyal Customers
13861.0,1,At Risk Customers
13862.0,3,Loyal Customers
13863.0,3,Loyal Customers
13864.0,1,At Risk Customers
13865.0,0,Potential Customers
13866.0,0,Potential Customers
13867.0,3,Loyal Customers
13868.0,3,Loyal Customers
13869.0,2,Champions
13870.0,2,Champions
13871.0,2,Champions
13872.0,1,At Risk Customers
13873.0,3,Loyal Customers
13874.0,3,Loyal Customers
13875.0,2,Champions
13876.0,0,Potential Customers
13877.0,0,Potential Customers
13878.0,3,Loyal Customers
13879.0,1,At Risk Customers
13880.0,2,Champions
13881.0,2,Champions
13882.0,3,Loyal Customers
13883.0,2,Champions
13884.0,3,Loyal Customers
13885.0,0,Potential Customers
13886.0,0,Potential Customers
13887.0,0,Potential Customers
13888.0,3,Loyal Customers
13889.0,3,Loyal Customers
13890.0,2,Champions
13891.0,1,At Risk Customers
13892.0,3,Loyal Customers
13893.0,0,Potential Customers
13894.0,0,Potential Customers
13895.0,3,Loyal Customers
13896.0,1,At Risk Customers
13897.0,3,Loyal Customers
13898.0,1,At Risk Customers
13899.0,0,Potential Customers
13900.0,3,Loyal Customers
13901.0,2,Champions
13902.0,3,Loyal Customers
13903.0,1,At Risk Customers
13904.0,0,Potential Customers
13905.0,1,At Risk Customers
13906.0,1,At Risk Customers
13907.0,1,At Risk Customers
13908.0,3,Loyal Customers
13909.0,1,At Risk Customers
13911.0,2,Champions
13912.0,1,At Risk Customers
13913.0,1,At Risk Customers
13914.0,0,Potential Customers
13915.0,1,At Risk Customers
13916.0,1,At Risk Customers
13917.0,0,Potential Customers
13918.0,0,Potential Customers
13919.0,3,Loyal Customers
13920.0,1,At Risk Customers
13921.0,1,At Risk Customers
13922.0,1,At Risk Customers
13923.0,0,Potential Customers
13924.0,3,Loyal Customers
13925.0,3,Loyal Customers
13926.0,0,Potential Customers
13927.0,0,Potential Customers
13928.0,0,Potential Customers
13929.0,3,Loyal Customers
13930.0,0,Potential Customers
13931.0,2,Champions
13932.0,1,At Risk Customers
13933.0,0,Potential Customers
13934.0,0,Potential Customers
13935.0,1,At Risk Customers
13936.0,3,Loyal Customers
13937.0,0,Potential Customers
13938.0,0,Potential Customers
13939.0,3,Loyal Customers
13940.0,3,Loyal Customers
13941.0,2,Champions
13942.0,1,At Risk Customers
13943.0,1,At Risk Customers
13944.0,1,At Risk Customers
13945.0,1,At Risk Customers
13946.0,3,Loyal Customers
13947.0,0,Potential Customers
13948.0,1,At Risk Customers
13949.0,3,Loyal Customers
13950.0,3,Loyal Customers
13951.0,0,Potential Customers
13952.0,2,Champions
13953.0,2,Champions
13954.0,0,Potential Customers
13955.0,0,Potential Customers
13956.0,3,Loyal Customers
13957.0,1,At Risk Customers
13958.0,3,Loyal Customers
13959.0,3,Loyal Customers
13960.0,0,Potential Customers
13961.0,1,At Risk Customers
13962.0,0,Potential Customers
13963.0,2,Champions
13964.0,1,At Risk Customers
13965.0,1,At Risk Customers
13966.0,1,At Risk Customers
13967.0,0,Potential Customers
13968.0,1,At Risk Customers
13969.0,2,Champions
13970.0,1,At Risk Customers
13971.0,2,Champions
13972.0,0,Potential Customers
13973.0,0,Potential Customers
13974.0,0,Potential Customers
13975.0,2,Champions
13976.0,3,Loyal Customers
13977.0,1,At Risk Customers
13978.0,0,Potential Customers
13979.0,3,Loyal Customers
13980.0,3,Loyal Customers
13981.0,1,At Risk Customers
13982.0,3,Loyal Customers
13983.0,2,Champions
13984.0,3,Loyal Customers
13985.0,2,Champions
13986.0,0,Potential Customers
13987.0,1,At Risk Customers
13988.0,3,Loyal Customers
13989.0,3,Loyal Customers
13990.0,0,Potential Customers
13991.0,3,Loyal Customers
13992.0,0,Potential Customers
13993.0,2,Champions
13994.0,3,Loyal Customers
13995.0,2,Champions
13996.0,1,At Risk Customers
13997.0,1,At Risk Customers
13998.0,1,At Risk Customers
13999.0,2,Champions
14000.0,3,Loyal Customers
14001.0,3,Loyal Customers
14002.0,0,Potential Customers
14003.0,1,At Risk Customers
14004.0,2,Champions
14005.0,3,Loyal Customers
14006.0,3,Loyal Customers
14007.0,1,At Risk Customers
14008.0,1,At Risk Customers
14009.0,3,Loyal Customers
14010.0,1,At Risk Customers
14011.0,1,At Risk Customers
14012.0,0,Potential Customers
14013.0,3,Loyal Customers
14014.0,3,Loyal Customers
14015.0,0,Potential Customers
14016.0,2,Champions
14017.0,1,At Risk Customers
14018.0,1,At Risk Customers
14019.0,3,Loyal Customers
14020.0,3,Loyal Customers
14021.0,3,Loyal Customers
14022.0,0,Potential Customers
14023.0,0,Potential Customers
14024.0,0,Potential Customers
14025.0,3,Loyal Customers
14026.0,1,At Risk Customers
14027.0,0,Potential Customers
14028.0,1,At Risk Customers
14029.0,0,Potential Customers
14030.0,2,Champions
14031.0,2,Champions
14032.0,2,Champions
14033.0,1,At Risk Customers
14034.0,0,Potential Customers
14035.0,3,Loyal Customers
14036.0,0,Potential Customers
14037.0,3,Loyal Customers
14038.0,3,Loyal Customers
14039.0,0,Potential Customers
14040.0,2,Champions
14041.0,0,Potential Customers
14042.0,1,At Risk Customers
14043.0,1,At Risk Customers
14044.0,3,Loyal Customers
14045.0,2,Champions
14046.0,0,Potential Customers
14047.0,2,Champions
14048.0,0,Potential Customers
14049.0,2,Champions
14050.0,0,Potential Customers
14051.0,2,Champions
14052.0,0,Potential Customers
14053.0,0,Potential Customers
14054.0,0,Potential Customers
14055.0,3,Loyal Customers
14056.0,2,Champions
14057.0,2,Champions
14058.0,1,At Risk Customers
14059.0,0,Potential Customers
14060.0,2,Champions
14061.0,1,At Risk Customers
14062.0,2,Champions
14063.0,2,Champions
14064.0,2,Champions
14065.0,1,At Risk Customers
14066.0,0,Potential Customers
14067.0,0,Potential Customers
14068.0,3,Loyal Customers
14069.0,1,At Risk Customers
14070.0,1,At Risk Customers
14071.0,3,Loyal Customers
14072.0,1,At Risk Customers
14073.0,0,Potential Customers
14074.0,1,At Risk Customers
14075.0,3,Loyal Customers
14076.0,0,Potential Customers
14077.0,3,Loyal Customers
14078.0,3,Loyal Customers
14079.0,0,Potential Customers
14080.0,3,Loyal Customers
14081.0,3,Loyal Customers
14082.0,1,At Risk Customers
14083.0,3,Loyal Customers
14084.0,1,At Risk Customers
14085.0,2,Champions
14086.0,1,At Risk Customers
14087.0,0,Potential Customers
14088.0,2,Champions
14089.0,0,Potential Customers
14090.0,1,At Risk Customers
14091.0,1,At Risk Customers
14092.0,2,Champions
14093.0,0,Potential Customers
14094.0,1,At Risk Customers
14095.0,1,At Risk Customers
14096.0,2,Champions
14097.0,1,At Risk Customers
14098.0,0,Potential Customers
14099.0,2,Champions
14100.0,0,Potential Customers
14101.0,2,Champions
14102.0,3,Loyal Customers
14104.0,3,Loyal Customers
14105.0,3,Loyal Customers
14106.0,1,At Risk Customers
14107.0,2,Champions
14108.0,3,Loyal Customers
14109.0,0,Potential Customers
14110.0,2,Champions
14111.0,3,Loyal Customers
14112.0,2,Champions
14113.0,2,Champions
14114.0,3,Loyal Customers
14115.0,1,At Risk Customers
14116.0,3,Loyal Customers
14117.0,0,Potential Customers
14118.0,1,At Risk Customers
14119.0,1,At Risk Customers
14121.0,3,Loyal Customers
14122.0,1,At Risk Customers
14123.0,1,At Risk Customers
14124.0,0,Potential Customers
14125.0,3,Loyal Customers
14126.0,3,Loyal Customers
14127.0,3,Loyal Customers
14128.0,3,Loyal Customers
14129.0,3,Loyal Customers
14130.0,3,Loyal Customers
14131.0,1,At Risk Customers
14132.0,2,Champions
14133.0,3,Loyal Customers
14134.0,2,Champions
14135.0,2,Champions
14136.0,3,Loyal Customers
14137.0,1,At Risk Customers
14138.0,0,Potential Customers
14139.0,3,Loyal Customers
14140.0,0,Potential Customers
14141.0,3,Loyal Customers
14142.0,1,At Risk Customers
14143.0,0,Potential Customers
14144.0,1,At Risk Customers
14145.0,2,Champions
14146.0,2,Champions
14147.0,3,Loyal Customers
14148.0,0,Potential Customers
14149.0,0,Potential Customers
14150.0,0,Potential Customers
14151.0,1,At Risk Customers
14152.0,3,Loyal Customers
14153.0,1,At Risk Customers
14154.0,3,Loyal Customers
14155.0,0,Potential Customers
14156.0,2,Champions
14157.0,3,Loyal Customers
14158.0,0,Potential Customers
14159.0,2,Champions
14160.0,3,Loyal Customers
14161.0,3,Loyal Customers
14162.0,0,Potential Customers
14163.0,3,Loyal Customers
14164.0,3,Loyal Customers
14165.0,0,Potential Customers
14166.0,1,At Risk Customers
14167.0,3,Loyal Customers
14168.0,1,At Risk Customers
14169.0,1,At Risk Customers
14170.0,1,At Risk Customers
14171.0,0,Potential Customers
14172.0,1,At Risk Customers
14173.0,3,Loyal Customers
14174.0,0,Potential Customers
14175.0,2,Champions
14176.0,3,Loyal Customers
14177.0,3,Loyal Customers
14178.0,3,Loyal Customers
14179.0,0,Potential Customers
14180.0,2,Champions
14181.0,1,At Risk Customers
14182.0,1,At Risk Customers
14183.0,1,At Risk Customers
14184.0,0,Potential Customers
14185.0,1,At Risk Customers
14186.0,3,Loyal Customers
14187.0,1,At Risk Customers
14188.0,3,Loyal Customers
14189.0,2,Champions
14190.0,1,At Risk Customers
14191.0,2,Champions
14192.0,1,At Risk Customers
14193.0,3,Loyal Customers
14194.0,2,Champions
14195.0,3,Loyal Customers
14196.0,0,Potential Customers
14197.0,1,At Risk Customers
14198.0,3,Loyal Customers
14199.0,3,Loyal Customers
14200.0,1,At Risk Customers
14201.0,3,Loyal Customers
14202.0,1,At Risk Customers
14203.0,1,At Risk Customers
14204.0,3,Loyal Customers
14205.0,3,Loyal Customers
14206.0,3,Loyal Customers
14207.0,1,At Risk Customers
14208.0,0,Potential Customers
14209.0,2,Champions
14210.0,2,Champions
14211.0,2,Champions
14212.0,3,Loyal Customers
14213.0,1,At Risk Customers
14214.0,3,Loyal Customers
14215.0,3,Loyal Customers
14216.0,3,Loyal Customers
14217.0,2,Champions
14218.0,0,Potential Customers
14219.0,0,Potential Customers
14220.0,3,Loyal Customers
14221.0,2,Champions
14222.0,0,Potential Customers
14223.0,3,Loyal Customers
14224.0,3,Loyal Customers
14225.0,1,At Risk Customers
14226.0,3,Loyal Customers
14227.0,2,Champions
14228.0,1,At Risk Customers
14229.0,3,Loyal Customers
14230.0,1,At Risk Customers
14231.0,3,Loyal Customers
14232.0,3,Loyal Customers
14233.0,3,Loyal Customers
14234.0,3,Loyal Customers
14235.0,3,Loyal Customers
14236.0,3,Loyal Customers
14237.0,1,At Risk Customers
14238.0,1,At Risk Customers
14239.0,2,Champions
14240.0,3,Loyal Customers
14241.0,0,Potential Customers
14242.0,0,Potential Customers
14243.0,2,Champions
14244.0,1,At Risk Customers
14245.0,3,Loyal Customers
14246.0,3,Loyal Customers
14247.0,3,Loyal Customers
14248.0,3,Loyal Customers
14249.0,2,Champions
14250.0,3,Loyal Customers
14251.0,3,Loyal Customers
14252.0,1,At Risk Customers
14253.0,1,At Risk Customers
14254.0,1,At Risk Customers
14255.0,1,At Risk Customers
14256.0,3,Loyal Customers
14257.0,2,Champions
14258.0,2,Champions
14259.0,0,Potential Customers
14260.0,1,At Risk Customers
14261.0,0,Potential Customers
14262.0,3,Loyal Customers
14263.0,1,At Risk Customers
14264.0,3,Loyal Customers
14265.0,3,Loyal Customers
14266.0,1,At Risk Customers
14267.0,3,Loyal Customers
14268.0,1,At Risk Customers
14269.0,1,At Risk Customers
14270.0,1,At Risk Customers
14271.0,0,Potential Customers
14272.0,3,Loyal Customers
14273.0,0,Potential Customers
14274.0,1,At Risk Customers
14275.0,3,Loyal Customers
14276.0,3,Loyal Customers
14277.0,2,Champions
14278.0,1,At Risk Customers
14279.0,1,At Risk Customers
14280.0,0,Potential Customers
14281.0,1,At Risk Customers
14282.0,2,Champions
14283.0,1,At Risk Customers
14284.0,3,Loyal Customers
14285.0,3,Loyal Customers
14286.0,2,Champions
14287.0,0,Potential Customers
14288.0,0,Potential Customers
14289.0,3,Loyal Customers
14290.0,3,Loyal Customers
14291.0,2,Champions
14292.0,2,Champions
14293.0,3,Loyal Customers
14294.0,1,At Risk Customers
14295.0,3,Loyal Customers
14296.0,1,At Risk Customers
14297.0,3,Loyal Customers
14298.0,2,Champions
14299.0,2,Champions
14300.0,0,Potential Customers
14301.0,3,Loyal Customers
14302.0,1,At Risk Customers
14303.0,1,At Risk Customers
14304.0,3,Loyal Customers
14305.0,3,Loyal Customers
14306.0,3,Loyal Customers
14307.0,2,Champions
14308.0,1,At Risk Customers
14309.0,2,Champions
14310.0,1,At Risk Customers
14311.0,0,Potential Customers
14312.0,2,Champions
14314.0,0,Potential Customers
14315.0,3,Loyal Customers
14316.0,1,At Risk Customers
14317.0,0,Potential Customers
14318.0,1,At Risk Customers
14319.0,1,At Risk Customers
14320.0,3,Loyal Customers
14321.0,3,Loyal Customers
14322.0,1,At Risk Customers
14323.0,0,Potential Customers
14324.0,1,At Risk Customers
14325.0,1,At Risk Customers
14326.0,3,Loyal Customers
14327.0,3,Loyal Customers
14328.0,1,At Risk Customers
14329.0,2,Champions
14330.0,1,At Risk Customers
14331.0,0,Potential Customers
14332.0,3,Loyal Customers
14333.0,0,Potential Customers
14334.0,2,Champions
14335.0,0,Potential Customers
14336.0,3,Loyal Customers
14338.0,3,Loyal Customers
14339.0,0,Potential Customers
14340.0,0,Potential Customers
14341.0,2,Champions
14342.0,3,Loyal Customers
14343.0,1,At Risk Customers
14344.0,2,Champions
14345.0,0,Potential Customers
14346.0,3,Loyal Customers
14347.0,1,At Risk Customers
14348.0,0,Potential Customers
