Date,DailySales,Year,Quarter,Month,MonthName,Week,Day,DayOfWeek,DayName,IsWeekend,IsMonthStart,IsMonthEnd,DayOfYear,Lag_1,Lag_7,Lag_14,Lag_30,RollingMean_7,RollingStd_7,RollingMean_14,RollingStd_14,RollingMean_30,RollingStd_30,TimeIndex
2010-05-05,23625.22,2010,2,5,May,18,5,2,Wednesday,0,0,0,125,18945.33,31181.87,25873.86,0.0,15574.477285714287,11888.65888782477,20054.04792857143,13710.07042618021,20608.268733333334,11741.61255287093,155
2010-05-06,51704.13,2010,2,5,May,18,6,3,Thursday,0,0,0,126,23625.22,29575.671000000002,35741.2,17900.83,18735.685714285715,17736.060111320156,21194.257214285717,15642.63965080335,21735.045400000003,13024.687551530804,156
2010-05-07,31976.09,2010,2,5,May,18,7,4,Friday,0,0,0,127,51704.13,24532.95,14969.64,32146.75,19798.99142857143,18353.894540354308,22409.00364285714,15781.785539368453,21729.356733333334,13020.019756895754,157
2010-05-08,0.0,2010,2,5,May,18,8,5,Saturday,1,0,0,128,31976.09,0.0,0.0,39866.6,19798.99142857143,18353.894540354308,22409.00364285714,15781.785539368453,20400.470066666665,13138.957179495137,158
2010-05-09,22852.06,2010,2,5,May,18,9,6,Sunday,1,0,0,129,0.0,12342.17,16574.53,14668.53,21300.40428571429,18069.91065603153,22857.398642857144,15692.188688153858,20673.254399999998,13100.745562715909,159
2010-05-10,26496.43,2010,2,5,May,19,10,0,Monday,0,0,0,130,22852.06,0.0,29734.03,0.0,25085.608571428573,15449.525811484129,22626.1415,15606.675070895451,21556.468733333335,12540.115484391998,160
2010-05-11,25201.04,2010,2,5,May,19,11,1,Tuesday,0,0,0,131,26496.43,18945.33,43534.06,19732.05,25979.28142857143,15214.285129712174,21316.640071428574,14443.177570671307,21738.7684,12552.424955230379,161
2010-05-12,29744.74,2010,2,5,May,19,12,2,Wednesday,0,0,0,132,25201.04,23625.22,31181.87,25912.471,26853.49857142857,15232.279955206344,21213.98792857143,14372.603481253962,21866.5107,12615.704554046233,162
2010-05-13,38966.0,2010,2,5,May,19,13,3,Thursday,0,0,0,133,29744.74,51704.13,29575.671000000002,25736.04,25033.76571428572,12234.602095161437,21884.725714285716,14998.333858999491,22307.509366666665,12981.563748124125,163
2010-05-14,16895.24,2010,2,5,May,19,14,4,Friday,0,0,0,134,38966.0,31976.09,24532.95,27054.25,22879.358571428576,12135.776131719567,21339.175,15033.463592874665,21968.875699999997,12985.973670959731,164
2010-05-15,0.0,2010,2,5,May,19,15,5,Saturday,1,0,0,135,16895.24,0.0,0.0,19538.34,22879.358571428576,12135.776131719567,21339.175,15033.463592874665,21317.5977,13588.063928008183,165
2010-05-16,18370.09,2010,2,5,May,19,16,6,Sunday,1,0,0,136,0.0,22852.06,12342.17,19363.82,22239.077142857142,12255.10376399797,21769.740714285716,14841.053533680684,21284.473366666665,13594.200837291964,166
2010-05-17,23290.76,2010,2,5,May,20,17,0,Monday,0,0,0,137,18370.09,26496.43,0.0,0.0,21781.12428571429,12128.742359538433,23433.36642857143,13453.5785674682,22060.832033333332,12988.298436396048,167
2010-05-18,26164.58,2010,2,5,May,20,18,1,Tuesday,0,0,0,138,23290.76,25201.04,18945.33,23934.46,21918.772857142863,12179.385438423835,23949.027142857147,13406.595576863481,22135.169366666665,13005.761954314292,168
2010-05-19,16575.5,2010,2,5,May,20,19,2,Wednesday,0,0,0,139,26164.58,29744.74,23625.22,24561.04,20037.45285714286,11779.599784190059,23445.475714285716,13551.305981298623,21868.984700000005,13036.083771977335,169
2010-05-20,25331.44,2010,2,5,May,20,20,3,Thursday,0,0,0,140,16575.5,38966.0,51704.13,21202.35,18089.658571428572,8904.426907698642,21561.71214285714,10893.251354460883,22006.621033333337,13050.592277831902,170
2010-05-21,22494.36,2010,2,5,May,20,21,4,Friday,0,0,0,141,25331.44,16895.24,31976.09,25873.86,18889.532857142858,9029.849372753888,20884.445714285717,10482.978637146603,21893.97103333333,13030.63030293764,171
2010-05-22,0.0,2010,2,5,May,20,22,5,Saturday,1,0,0,142,22494.36,0.0,0.0,35741.2,18889.532857142858,9029.849372753888,20884.445714285717,10482.978637146603,20702.5977,13350.889885922854,172
2010-05-23,24824.93,2010,2,5,May,20,23,6,Sunday,1,0,0,143,0.0,18370.09,22852.06,14969.64,19811.652857142857,9293.690148594931,21025.365,10524.640791921609,21031.107366666667,13326.187367947818,173
2010-05-24,33536.19,2010,2,5,May,21,24,0,Monday,0,0,0,144,24824.93,23290.76,26496.43,0.0,21275.285714285717,10641.892412843152,21528.205000000005,10965.0954831675,22148.980366666667,12900.963926133143,174
2010-05-25,20415.920000000002,2010,2,5,May,21,25,1,Tuesday,0,0,0,145,33536.19,26164.58,25201.04,16574.53,20454.048571428575,10421.224675824542,21186.410714285714,10916.272541930894,22277.0267,12862.734682578664,175
2010-05-26,29586.64,2010,2,5,May,21,26,2,Wednesday,0,0,0,146,20415.920000000002,16575.5,29744.74,29734.03,22312.782857142858,10768.692102805422,21175.117857142857,10906.815608090164,22272.1137,12859.816036344679,176
2010-05-27,29221.670000000002,2010,2,5,May,21,27,3,Thursday,0,0,0,147,29586.64,25331.44,38966.0,43534.06,22868.530000000002,11047.223060036404,20479.094285714287,9953.396705935025,21795.034033333333,12296.998523921624,177
2010-05-28,18569.88,2010,2,5,May,21,28,4,Friday,0,0,0,148,29221.670000000002,22494.36,16895.24,31181.87,22307.890000000007,11168.295842813266,20598.71142857143,9917.010055803363,21374.634366666665,12180.051328956173,178
2010-05-29,0.0,2010,2,5,May,21,29,5,Saturday,1,0,0,149,18569.88,0.0,0.0,29575.671000000002,22307.890000000007,11168.295842813266,20598.71142857143,9917.010055803363,20388.778666666665,12680.036589628135,179
2010-05-30,10702.97,2010,2,5,May,21,30,6,Sunday,1,0,0,150,0.0,24824.93,18370.09,24532.95,20290.467142857146,11890.00774564328,20051.06,10255.475781401981,19927.779333333332,12775.220669451415,180
2010-05-31,0.0,2010,2,5,May,22,31,0,Monday,0,0,1,151,10702.97,33536.19,23290.76,0.0,15499.58285714286,12408.462047746172,18387.434285714287,11502.756958259835,19927.779333333336,12775.220669451415,181
2010-06-01,13093.79,2010,2,6,June,22,1,1,Tuesday,0,1,0,152,0.0,20415.920000000002,26164.58,12342.17,14453.564285714287,12232.320349174497,17453.806428571428,11352.430610747619,19952.833333333332,12760.559848280442,182
2010-06-02,13714.76,2010,2,6,June,22,2,2,Wednesday,0,0,0,153,13093.79,29586.64,16575.5,0.0,12186.152857142859,10273.961714307537,17249.46785714286,11395.121549024754,20409.992000000002,12256.810803475862,183
2010-06-03,26644.63,2010,2,6,June,22,3,3,Thursday,0,0,0,154,13714.76,29221.670000000002,25331.44,18945.33,11818.004285714287,9584.846714247886,17343.267142857145,11471.912047090285,20666.63533333333,12305.595059515426,184
2010-06-04,11447.73,2010,2,6,June,22,4,4,Friday,0,0,0,155,26644.63,18569.88,22494.36,23625.22,10800.554285714286,9115.175671024035,16554.222142857143,11470.260109121757,20260.718999999997,12405.080123883989,185
2010-06-05,0.0,2010,2,6,June,22,5,5,Saturday,1,0,0,156,11447.73,0.0,0.0,51704.13,10800.554285714286,9115.175671024035,16554.222142857143,11470.260109121757,18537.248,11440.087478515123,186
2010-06-06,25457.15,2010,2,6,June,22,6,6,Sunday,1,0,0,157,0.0,10702.97,24824.93,31976.09,12908.29428571429,10663.23016232082,16599.380714285715,11506.513996064226,18319.95,11236.115509789752,187
2010-06-07,45523.11,2010,2,6,June,23,7,0,Monday,0,0,0,158,25457.15,0.0,33536.19,0.0,19411.595714285715,14624.628208276907,17455.589285714286,13187.002749807758,19837.387,11739.369887403236,188
2010-06-08,48215.48,2010,2,6,June,23,8,1,Tuesday,0,0,0,159,45523.11,13093.79,20415.920000000002,22852.06,24428.980000000003,17780.178883565826,19441.272142857142,15548.603075748859,20682.834333333336,12826.905758063902,189
2010-06-09,36508.94,2010,2,6,June,23,9,2,Wednesday,0,0,0,160,48215.48,13714.76,29586.64,26496.43,27685.291428571432,17577.042514522018,19935.722142857147,15999.571664418994,21016.58466666667,13110.514174809236,190
2010-06-10,18009.12,2010,2,6,June,23,10,3,Thursday,0,0,0,161,36508.94,26644.63,29221.670000000002,25201.04,26451.647142857146,17961.100147654022,19134.825714285715,15778.087755210332,20776.854,13097.108037479267,191
2010-06-11,30835.29,2010,2,6,June,23,11,4,Friday,0,0,0,162,18009.12,11447.73,18569.88,29744.74,29221.298571428575,16713.31167514429,20010.92642857143,16081.90731637866,20813.20566666667,13124.342271288182,192
2010-06-12,0.0,2010,2,6,June,23,12,5,Saturday,1,0,0,163,30835.29,0.0,0.0,38966.0,29221.298571428575,16713.311675144294,20010.92642857143,16081.907316378658,19514.339,13193.85487974462,193
2010-06-13,21147.77,2010,2,6,June,23,13,6,Sunday,1,0,0,164,0.0,25457.15,10702.97,16895.24,28605.67285714286,16952.722529082384,20756.983571428573,15857.593669687123,19656.09,13187.588218923747,194
2010-06-14,21317.37,2010,2,6,June,24,14,0,Monday,0,0,0,165,21147.77,45523.11,0.0,0.0,25147.71,15316.581081155162,22279.65285714286,14691.768920886068,20366.669,12655.532127694421,195
2010-06-15,26937.46,2010,2,6,June,24,15,1,Tuesday,0,0,0,166,21317.37,48215.48,13093.79,18370.09,22107.992857142857,11647.517376556716,23268.48642857143,14490.450350339,20652.248000000003,12705.48973845188,196
2010-06-16,29229.94,2010,2,6,June,24,16,2,Wednesday,0,0,0,167,26937.46,36508.94,13714.76,23290.76,21068.135714285716,10406.357820859423,24376.713571428572,14295.566456431696,20850.220666666668,12793.982791617023,197
2010-06-17,22635.35,2010,2,6,June,24,17,3,Thursday,0,0,0,168,29229.94,18009.12,26644.63,26164.58,21729.02571428572,10326.30018372967,24090.336428571427,14286.79487133517,20732.579666666665,12759.611608995667,198
2010-06-18,17788.69,2010,2,6,June,24,18,4,Friday,0,0,0,169,22635.35,30835.29,11447.73,16575.5,19865.225714285716,9557.551954056824,24543.26214285714,13951.746145495776,20773.019333333334,12747.899188622769,199
2010-06-19,0.0,2010,2,6,June,24,19,5,Saturday,1,0,0,170,17788.69,0.0,0.0,25331.44,19865.225714285716,9557.551954056824,24543.26214285714,13951.746145495776,19928.638,13264.041117378447,200
2010-06-20,9078.58,2010,2,6,June,24,20,6,Sunday,1,0,0,171,0.0,21147.77,25457.15,22494.36,18141.055714285718,10343.905345060059,23373.364285714288,14543.37230870987,19481.445333333333,13400.01313294537,201
2010-06-21,18116.21,2010,2,6,June,25,21,0,Monday,0,0,0,172,9078.58,21317.37,45523.11,0.0,17683.747142857144,10250.414574435057,21415.72857142857,13106.074707628359,20085.319000000003,12890.316413562583,202
2010-06-22,12414.03,2010,2,6,June,25,22,1,Tuesday,0,0,0,173,18116.21,26937.46,48215.48,24824.93,15608.97142857143,9508.170617578393,18858.48214285714,10756.93084456796,19671.62233333333,12932.047701071584,203
2010-06-23,25098.24,2010,2,6,June,25,23,2,Wednesday,0,0,0,174,12414.03,29229.94,36508.94,33536.19,15018.728571428572,8607.250603821238,18043.432142857146,9696.731884215216,19390.357333333333,12709.956072051362,204
2010-06-24,17217.85,2010,2,6,June,25,24,3,Thursday,0,0,0,175,25098.24,22635.35,18009.12,20415.920000000002,14244.800000000001,8032.631706333864,17986.91285714286,9699.252971166537,19283.755,12714.468550132233,205
2010-06-25,12371.59,2010,2,6,June,25,25,4,Friday,0,0,0,176,17217.85,17788.69,30835.29,29586.64,13470.928571428574,7894.055286879765,16668.077142857142,9051.485535492024,18709.92,12621.579211952287,206
2010-06-26,0.0,2010,2,6,June,25,26,5,Saturday,1,0,0,177,12371.59,0.0,0.0,29221.670000000002,13470.928571428574,7894.055286879765,16668.077142857142,9051.485535492024,17735.864333333335,12906.726764452678,207
2010-06-27,18706.920000000002,2010,2,6,June,25,27,6,Sunday,1,0,0,178,0.0,9078.58,21147.77,18569.88,14846.405714285718,7839.812624327319,16493.730714285713,8981.801060655434,17740.432333333334,12907.056367808422,208
2010-06-28,51132.78,2010,2,6,June,26,28,0,Monday,0,0,0,179,18706.920000000002,18116.21,21317.37,0.0,19563.058571428577,15911.513710831572,18623.402857142857,12895.571527186194,19444.858333333334,13826.941370214856,209
2010-06-29,32236.920000000002,2010,2,6,June,26,29,1,Tuesday,0,0,0,180,51132.78,12414.03,26937.46,10702.97,22394.9,16188.681664872123,19001.935714285715,13231.789309360927,20162.65666666667,13916.133181010056,210
2010-06-30,31491.43,2010,2,6,June,26,30,2,Wednesday,0,0,1,181,32236.920000000002,25098.24,29229.94,0.0,23308.21285714286,16543.07666134862,19163.470714285715,13379.241424720052,21212.371,13525.015768451085,211
2010-07-01,28830.02,2010,3,7,July,26,1,3,Thursday,0,1,0,182,31491.43,17217.85,22635.35,13093.79,24967.09428571429,16412.26641759334,19605.947142857145,13603.451338576035,21736.912,13504.428923035066,212
2010-07-02,16726.13,2010,3,7,July,26,2,4,Friday,0,0,0,183,28830.02,12371.59,17788.69,13714.76,25589.17142857143,15930.750338667285,19530.05,13617.32727124355,21837.291,13453.840819136274,213
2010-07-03,0.0,2010,3,7,July,26,3,5,Saturday,1,0,0,184,16726.13,0.0,0.0,26644.63,25589.17142857143,15930.750338667285,19530.05,13617.32727124355,20949.136666666665,13994.163040817217,214
2010-07-04,10376.29,2010,3,7,July,26,4,6,Sunday,1,0,0,185,0.0,18706.920000000002,9078.58,11447.73,24399.08142857143,16817.079687501668,19622.743571428575,13544.935567215109,20913.422000000002,14020.590116270347,215
2010-07-05,30963.57,2010,3,7,July,27,5,0,Monday,0,0,0,186,10376.29,51132.78,18116.21,0.0,21517.765714285717,12696.279143075557,20540.412142857145,13866.40576785222,21945.541,13560.093117384815,216
2010-07-06,19917.28,2010,3,7,July,27,6,1,Tuesday,0,0,0,187,30963.57,32236.920000000002,12414.03,25457.15,19757.817142857144,11783.833399871364,21076.358571428573,13671.791798722386,21760.878666666667,13548.33884054316,217
2010-07-07,24902.95,2010,3,7,July,27,7,2,Wednesday,0,0,0,188,19917.28,31491.43,25098.24,45523.11,18816.605714285717,10922.041524206696,21062.409285714286,13667.47157534911,21073.539999999997,12803.855852223463,218
2010-07-08,19973.45,2010,3,7,July,27,8,3,Thursday,0,0,0,189,24902.95,28830.02,17217.85,48215.48,17551.38142857143,10046.643070622198,21259.23785714286,13627.630150746143,20132.139000000003,11732.891038637206,219
2010-07-09,33408.64,2010,3,7,July,27,9,4,Friday,0,0,0,190,19973.45,16726.13,12371.59,36508.94,19934.597142857143,11666.360553788425,22761.884285714284,13731.67698251561,20028.79566666667,11596.531443503107,220
2010-07-10,0.0,2010,3,7,July,27,10,5,Saturday,1,0,0,191,33408.64,0.0,0.0,18009.12,19934.597142857143,11666.360553788425,22761.884285714284,13731.67698251561,19428.491666666665,12157.2588269393,221
2010-07-11,7609.2300000000005,2010,3,7,July,27,11,6,Sunday,1,0,0,192,0.0,10376.29,18706.920000000002,30835.29,19539.302857142862,12083.621478325826,21969.192142857144,14292.62728352529,18654.289666666667,12145.337631618568,222
2010-07-12,16101.17,2010,3,7,July,28,12,0,Monday,0,0,0,193,7609.2300000000005,30963.57,51132.78,0.0,17416.102857142858,10998.745976252196,19466.934285714287,11608.651403990893,19190.995333333332,11637.723837292866,223
2010-07-13,17419.12,2010,3,7,July,28,13,1,Tuesday,0,0,0,194,16101.17,19917.28,32236.920000000002,21147.77,17059.22285714286,10944.458696551597,18408.52,11015.122030312528,19066.707,11636.015751768042,224
2010-07-14,19418.63,2010,3,7,July,28,14,2,Wednesday,0,0,0,195,17419.12,24902.95,31491.43,21317.37,16275.748571428574,10475.63029004847,17546.177142857145,10365.530038594557,19003.415666666664,11628.513123973855,225
2010-07-15,55836.91,2010,3,7,July,28,15,3,Thursday,0,0,0,196,19418.63,19973.45,28830.02,26937.46,21399.100000000002,18376.1819054848,19475.24071428572,14367.516444527235,19966.730666666666,13374.40321375923,226
2010-07-16,21137.760000000002,2010,3,7,July,28,16,4,Friday,0,0,0,197,55836.91,33408.64,16726.13,29229.94,19646.117142857143,17608.866014230556,19790.35714285714,14350.952950816352,19696.99133333333,13262.27039088856,227
2010-07-17,0.0,2010,3,7,July,28,17,5,Saturday,1,0,0,198,21137.760000000002,0.0,0.0,22635.35,19646.117142857143,17608.866014230556,19790.35714285714,14350.952950816352,18942.479666666666,13725.141217774213,228
2010-07-18,14581.99,2010,3,7,July,28,18,6,Sunday,1,0,0,199,0.0,7609.2300000000005,10376.29,17788.69,20642.225714285716,17001.206229114905,20090.76428571429,14181.751718748497,18835.58966666667,13746.906131378086,229
2010-07-19,28611.56,2010,3,7,July,29,19,0,Monday,0,0,0,200,14581.99,16101.17,30963.57,0.0,22429.42428571429,17101.542962993,19922.76357142857,14056.419228082552,19789.308333333338,13382.758074033829,230
2010-07-20,23124.39,2010,3,7,July,29,20,1,Tuesday,0,0,0,201,28611.56,17419.12,19917.28,9078.58,23244.46285714286,16958.313809106257,20151.84285714286,14082.432260836084,20257.502,13240.05821607041,231
2010-07-21,19142.73,2010,3,7,July,29,21,2,Wednesday,0,0,0,202,23124.39,19418.63,24902.95,18116.21,23205.048571428575,16969.005001609486,19740.398571428574,14016.937444023173,20291.719333333334,13235.65920845546,232
2010-07-22,21620.39,2010,3,7,July,29,22,3,Thursday,0,0,0,203,19142.73,55836.91,19973.45,12414.03,18316.97428571429,9111.372521961881,19858.037142857145,14025.951963194402,20598.598,13153.182002341742,233
2010-07-23,23886.329999999998,2010,3,7,July,29,23,4,Friday,0,0,0,204,21620.39,21137.760000000002,33408.64,25098.24,18709.627142857145,9310.248050459804,19177.872142857144,13540.784074927777,20558.201,13140.741007897414,234
2010-07-24,0.0,2010,3,7,July,29,24,5,Saturday,1,0,0,205,23886.329999999998,0.0,0.0,17217.85,18709.627142857145,9310.248050459804,19177.872142857144,13540.784074927777,19984.272666666668,13657.501443202891,235
2010-07-25,17230.6,2010,3,7,July,29,25,6,Sunday,1,0,0,206,0.0,14581.99,7609.2300000000005,12371.59,19088.0,9167.26316246749,19865.11285714286,13146.900846579423,20146.23966666667,13592.766586732929,236
2010-07-26,20232.85,2010,3,7,July,30,26,0,Monday,0,0,0,207,17230.6,28611.56,16101.17,0.0,17891.04142857143,8213.969818105477,20160.23285714286,13102.206648206777,20820.668,13049.80740021658,237
2010-07-27,28265.86,2010,3,7,July,30,27,1,Tuesday,0,0,0,208,20232.85,23124.39,17419.12,18706.920000000002,18625.537142857145,8956.26723284077,20935.0,13247.540966604953,21139.299333333332,13112.962654553306,238
2010-07-28,23252.72,2010,3,7,July,30,28,2,Wednesday,0,0,0,209,28265.86,19142.73,19418.63,51132.78,19212.678571428572,9128.878388738733,21208.863571428574,13253.411381008857,20209.964,11840.159070125988,239
2010-07-29,32801.91,2010,3,7,July,30,29,3,Thursday,0,0,0,210,23252.72,21620.39,55836.91,32236.920000000002,20810.038571428573,10496.251295320366,19563.50642857143,9530.85756209117,20228.797,11860.380918397335,240
2010-07-30,14363.69,2010,3,7,July,30,30,4,Friday,0,0,0,211,32801.91,23886.329999999998,21137.760000000002,31491.43,19449.661428571428,10647.106075379408,19079.644285714287,9616.357445891299,19657.872333333336,11710.832531925793,241
2010-07-31,0.0,2010,3,7,July,30,31,5,Saturday,1,0,1,212,14363.69,0.0,0.0,28830.02,19449.661428571428,10647.106075379408,19079.644285714287,9616.357445891299,18696.871666666666,12108.364653024832,242
2010-08-01,30637.95,2010,3,8,August,30,1,6,Sunday,1,1,0,213,0.0,17230.6,14581.99,16726.13,21364.997142857144,11363.238959668322,20226.49857142857,9988.909185178893,19160.599,12295.242394160472,243
2010-08-02,26124.16,2010,3,8,August,31,2,0,Monday,0,0,0,214,30637.95,20232.85,28611.56,0.0,22206.61285714286,11482.950062310818,20048.827142857142,9849.440446740267,20031.404333333332,11806.821742781516,244
2010-08-03,22362.79,2010,3,8,August,31,3,1,Tuesday,0,0,0,215,26124.16,28265.86,23124.39,10376.29,21363.317142857148,11176.468841057267,19994.42714285714,9833.236843467632,20430.954333333335,11670.852391188992,245
2010-08-04,17555.5,2010,3,8,August,31,4,2,Wednesday,0,0,0,216,22362.79,23252.72,19142.73,30963.57,20549.428571428576,11223.290222573523,19881.053571428572,9852.942302869253,19984.018666666667,11509.20886269345,246
2010-08-05,23145.06,2010,3,8,August,31,5,3,Thursday,0,0,0,217,17555.5,32801.91,21620.39,19917.28,19169.878571428573,9992.208251588556,19989.95857142857,9882.029295160624,20091.61133333333,11523.64168599933,247
2010-08-06,14728.15,2010,3,8,August,31,6,4,Friday,0,0,0,218,23145.06,14363.69,23886.329999999998,24902.95,19221.94428571429,9963.90053063702,19335.802857142855,9907.349960931804,19752.451333333334,11526.883219692672,248
2010-08-07,0.0,2010,3,8,August,31,7,5,Saturday,1,0,0,219,14728.15,0.0,0.0,19973.45,19221.94428571429,9963.90053063702,19335.802857142855,9907.349960931804,19086.669666666665,12077.357844312171,249
2010-08-08,13950.710000000001,2010,3,8,August,31,8,6,Sunday,1,0,0,220,0.0,30637.95,17230.6,33408.64,16838.052857142862,8692.48754893503,19101.525,9999.313525046626,18438.071999999996,11801.013226458022,250
2010-08-09,31336.59,2010,3,8,August,32,9,0,Monday,0,0,0,221,13950.710000000001,26124.16,20232.85,0.0,17582.685714285715,9776.250862003728,19894.649285714288,10522.61957762598,19482.625,11495.6213858911,251
2010-08-10,28209.74,2010,3,8,August,32,10,1,Tuesday,0,0,0,222,31336.59,22362.79,28265.86,7609.2300000000005,18417.96428571429,10477.3687796362,19890.640714285717,10519.195406067782,20169.308666666668,11376.577592822992,252
2010-08-11,18629.86,2010,3,8,August,32,11,2,Wednesday,0,0,0,223,28209.74,17555.5,23252.72,16101.17,18571.44428571429,10470.49586253179,19560.436428571433,10478.015954975286,20253.598333333335,11354.743838634162,253
2010-08-12,26031.28,2010,3,8,August,32,12,3,Thursday,0,0,0,224,18629.86,23145.06,32801.91,17419.12,18983.76142857143,10734.126667176099,19076.820000000003,9963.454161888123,20540.670333333335,11389.424994738869,254
2010-08-13,15150.14,2010,3,8,August,32,13,4,Friday,0,0,0,225,26031.28,14728.15,14363.69,19418.63,19044.045714285716,10707.394929850834,19132.995,9937.018928715086,20398.387333333332,11430.51354748059,255
2010-08-14,0.0,2010,3,8,August,32,14,5,Saturday,1,0,0,226,15150.14,0.0,0.0,55836.91,19044.045714285716,10707.394929850834,19132.995,9937.018928715086,18537.157,9905.279896841203,256
2010-08-15,20484.46,2010,3,8,August,32,15,6,Sunday,1,0,0,227,0.0,13950.710000000001,30637.95,21137.760000000002,19977.43857142857,10471.580636326164,18407.745714285713,9388.10681410482,18515.380333333334,9900.082116556152,257
2010-08-16,14270.74,2010,3,8,August,33,16,0,Monday,0,0,0,228,20484.46,31336.59,26124.16,0.0,17539.460000000003,9308.185617537578,17561.07285714286,9170.651105407615,18991.071666666667,9304.700975119333,258
2010-08-17,28802.52,2010,3,8,August,33,17,1,Tuesday,0,0,0,229,14270.74,28209.74,22362.79,14581.99,17624.14285714286,9423.42262595659,18021.053571428572,9582.285084799876,19465.089333333333,9433.670587152323,259
2010-08-18,35122.520000000004,2010,3,8,August,33,18,2,Wednesday,0,0,0,230,28802.52,18629.86,17555.5,28611.56,19980.237142857146,11540.71659823271,19275.840714285714,10611.542988826575,19682.121333333333,9721.845653519356,260
2010-08-19,30663.35,2010,3,8,August,33,19,3,Thursday,0,0,0,231,35122.520000000004,26031.28,23145.06,23124.39,20641.961428571434,12066.326871723686,19812.861428571432,11005.348392883156,19933.42,9909.5179660678,261
2010-08-20,23250.77,2010,3,8,August,33,20,4,Friday,0,0,0,232,30663.35,15150.14,14728.15,19142.73,21799.19428571429,11838.137025528782,20421.62,10937.960431772231,20070.354666666666,9926.583831817888,262
2010-08-21,0.0,2010,3,8,August,33,21,5,Saturday,1,0,0,233,23250.77,0.0,0.0,21620.39,21799.19428571429,11838.137025528782,20421.62,10937.960431772231,19349.675,10573.894467338509,263
2010-08-22,22677.010000000002,2010,3,8,August,33,22,6,Sunday,1,0,0,234,0.0,20484.46,13950.710000000001,23886.329999999998,22112.41571428572,11826.55352694501,21044.927142857145,10788.46129327526,19309.364333333335,10558.29671004609,264
2010-08-23,20655.35,2010,3,8,August,34,23,0,Monday,0,0,0,235,22677.010000000002,14270.74,31336.59,0.0,23024.50285714286,11357.905116032212,20281.981428571427,10374.398598689453,19997.876,9909.225812877117,265
2010-08-24,26577.16,2010,3,8,August,34,24,1,Tuesday,0,0,0,236,20655.35,28802.52,28209.74,17230.6,22706.594285714287,11199.25950976055,20165.368571428575,10287.241684426268,20309.428,9965.988976546034,266
2010-08-25,30466.760000000002,2010,3,8,August,34,25,2,Wednesday,0,0,0,237,26577.16,35122.520000000004,18629.86,20232.85,22041.485714285718,10452.343087315976,21010.861428571432,10631.984775812327,20650.558333333334,10136.961362325312,267
2010-08-26,31964.34,2010,3,8,August,34,26,3,Thursday,0,0,0,238,30466.760000000002,30663.35,26031.28,28265.86,22227.34142857143,10641.064742138407,21434.65142857143,10960.656992644774,20773.841000000004,10254.577551154585,268
2010-08-27,12166.64,2010,3,8,August,34,27,4,Friday,0,0,0,239,31964.34,23250.77,15150.14,23252.72,20643.89428571429,11269.521775514497,21221.544285714284,11120.089820538382,20404.305,10361.361953023863,269
2010-08-28,0.0,2010,3,8,August,34,28,5,Saturday,1,0,0,240,12166.64,0.0,0.0,32801.91,20643.89428571429,11269.521775514497,21221.544285714284,11120.089820538382,19310.908000000003,10732.076263648525,270
2010-08-29,14449.3,2010,3,8,August,34,29,6,Sunday,1,0,0,241,0.0,22677.010000000002,20484.46,14363.69,19468.507142857146,11449.75560583823,20790.46142857143,11266.872866348449,19313.761666666665,10730.726730922026,271
2010-08-30,0.0,2010,3,8,August,35,30,0,Monday,0,0,0,242,14449.3,20655.35,14270.74,0.0,16517.742857142857,13560.030272308539,19771.12285714286,12482.114335214825,19313.761666666665,10730.726730922028,272
2010-08-31,22811.75,2010,3,8,August,35,31,1,Tuesday,0,0,1,243,0.0,26577.16,28802.52,30637.95,15979.827142857144,13163.356368888497,19343.210714285717,12249.198006549992,19052.888333333332,10539.357147064507,273
2010-09-01,20351.36,2010,3,9,September,35,1,2,Wednesday,0,1,0,244,22811.75,30466.760000000002,35122.520000000004,26124.16,14534.770000000002,11791.702239689577,18288.12785714286,11391.63674064183,18860.461666666666,10458.18558825312,274
2010-09-02,33430.57,2010,3,9,September,35,2,3,Thursday,0,0,0,245,20351.36,31964.34,30663.35,22362.79,14744.231428571433,12160.178719092954,18485.786428571428,11644.088977186651,19229.387666666666,10776.369885618562,275
2010-09-03,34739.16,2010,3,9,September,35,3,4,Friday,0,0,0,246,33430.57,12166.64,23250.77,17555.5,17968.877142857145,14186.757264005895,19306.385714285716,12386.848561775687,19802.17633333333,11135.037620749496,276
2010-09-04,0.0,2010,3,9,September,35,4,5,Saturday,1,0,0,247,34739.16,0.0,0.0,23145.06,17968.877142857145,14186.757264005895,19306.385714285716,12386.848561775687,19030.674333333332,11683.731214808953,277
2010-09-05,12286.710000000001,2010,3,9,September,35,5,6,Sunday,1,0,0,248,0.0,14449.3,22677.010000000002,14728.15,17659.935714285715,14299.27723428573,18564.22142857143,12480.278763778802,18949.293,11723.169410137942,278
2010-09-06,23717.79,2010,3,9,September,36,6,0,Monday,0,0,0,249,12286.710000000001,0.0,20655.35,0.0,21048.191428571434,12050.43780777478,18782.967142857146,12546.4129381027,19739.886,11188.75677854662,279
2010-09-07,24397.45,2010,3,9,September,36,7,1,Tuesday,0,0,0,250,23717.79,22811.75,26577.16,13950.710000000001,21274.72,12103.90085841476,18627.273571428574,12455.446190934113,20088.110666666667,11164.909006123607,280
